organism,year,level,pc_num,n_transects,year_zero,tidalheight,years_pres,percent_cover_beta
Bonnemaisonia hamifera,1984,11,0,3,3,0.696,5,0
Bonnemaisonia hamifera,1984,12,0,3,3,0.348,5,0
Bonnemaisonia hamifera,1984,13,0,3,3,0,5,0
Bonnemaisonia hamifera,1986,11,0,4,5,0.696,5,0
Bonnemaisonia hamifera,1986,12,0,4,5,0.348,5,0
Bonnemaisonia hamifera,1986,13,0,3,5,0,5,0
Bonnemaisonia hamifera,1987,11,0,4,6,0.696,5,0
Bonnemaisonia hamifera,1987,12,2.3333333333333335,4,6,0.348,5,0.023333333333333334
Bonnemaisonia hamifera,1987,13,0,4,6,0,5,0
Bonnemaisonia hamifera,1988,11,0,4,7,0.696,5,0
Bonnemaisonia hamifera,1988,12,0,4,7,0.348,5,0
Bonnemaisonia hamifera,1988,13,0,3,7,0,5,0
Bonnemaisonia hamifera,1989,11,0,4,8,0.696,5,0
Bonnemaisonia hamifera,1989,12,0,3,8,0.348,5,0
Bonnemaisonia hamifera,1989,13,0,3,8,0,5,0
Bonnemaisonia hamifera,1990,11,0,4,9,0.696,5,0
Bonnemaisonia hamifera,1990,12,0,4,9,0.348,5,0
Bonnemaisonia hamifera,1990,13,0,4,9,0,5,0
Bonnemaisonia hamifera,1991,11,0,4,10,0.696,5,0
Bonnemaisonia hamifera,1991,12,0,4,10,0.348,5,0
Bonnemaisonia hamifera,1991,13,0,4,10,0,5,0
Bonnemaisonia hamifera,1992,11,0,4,11,0.696,5,0
Bonnemaisonia hamifera,1992,12,0,3,11,0.348,5,0
Bonnemaisonia hamifera,1992,13,0,3,11,0,5,0
Bonnemaisonia hamifera,1993,11,0,4,12,0.696,5,0
Bonnemaisonia hamifera,1993,12,0,4,12,0.348,5,0
Bonnemaisonia hamifera,1993,13,0,2,12,0,5,0
Bonnemaisonia hamifera,1994,11,0,4,13,0.696,5,0
Bonnemaisonia hamifera,1994,12,0,4,13,0.348,5,0
Bonnemaisonia hamifera,1994,13,0,4,13,0,5,0
Bonnemaisonia hamifera,1995,11,0,3,14,0.696,5,0
Bonnemaisonia hamifera,1995,12,0,3,14,0.348,5,0
Bonnemaisonia hamifera,1995,13,0.2222222222222222,3,14,0,5,0.0022222222222222222
Bonnemaisonia hamifera,1996,11,0,2,15,0.696,5,0
Bonnemaisonia hamifera,1996,12,0,1,15,0.348,5,0
Bonnemaisonia hamifera,1996,13,0,1,15,0,5,0
Bonnemaisonia hamifera,1997,11,0,4,16,0.696,5,0
Bonnemaisonia hamifera,1997,12,0.4166666666666667,4,16,0.348,5,0.004166666666666667
Bonnemaisonia hamifera,1997,13,0,3,16,0,5,0
Bonnemaisonia hamifera,1998,11,0,4,17,0.696,5,0
Bonnemaisonia hamifera,1998,12,0,4,17,0.348,5,0
Bonnemaisonia hamifera,1998,13,0,3,17,0,5,0
Bonnemaisonia hamifera,1999,11,0,3,18,0.696,5,0
Bonnemaisonia hamifera,1999,12,0,3,18,0.348,5,0
Bonnemaisonia hamifera,1999,13,0,3,18,0,5,0
Bonnemaisonia hamifera,2000,11,0,4,19,0.696,5,0
Bonnemaisonia hamifera,2000,12,0,4,19,0.348,5,0
Bonnemaisonia hamifera,2000,13,0,4,19,0,5,0
Bonnemaisonia hamifera,2001,11,0,3,20,0.696,5,0
Bonnemaisonia hamifera,2001,12,0,3,20,0.348,5,0
Bonnemaisonia hamifera,2001,13,0,3,20,0,5,0
Bonnemaisonia hamifera,2002,11,0,2,21,0.696,5,0
Bonnemaisonia hamifera,2002,12,0,2,21,0.348,5,0
Bonnemaisonia hamifera,2002,13,0,2,21,0,5,0
Bonnemaisonia hamifera,2003,11,0,3,22,0.696,5,0
Bonnemaisonia hamifera,2003,12,0,3,22,0.348,5,0
Bonnemaisonia hamifera,2003,13,0,2,22,0,5,0
Bonnemaisonia hamifera,2004,11,0,3,23,0.696,5,0
Bonnemaisonia hamifera,2004,12,0,3,23,0.348,5,0
Bonnemaisonia hamifera,2004,13,0,3,23,0,5,0
Bonnemaisonia hamifera,2005,11,0,2,24,0.696,5,0
Bonnemaisonia hamifera,2005,12,0,1,24,0.348,5,0
Bonnemaisonia hamifera,2005,13,0,1,24,0,5,0
Bonnemaisonia hamifera,2006,11,0,4,25,0.696,5,0
Bonnemaisonia hamifera,2006,12,0,3,25,0.348,5,0
Bonnemaisonia hamifera,2006,13,0,2,25,0,5,0
Bonnemaisonia hamifera,2009,11,0,4,28,0.696,5,0
Bonnemaisonia hamifera,2009,12,0,2,28,0.348,5,0
Bonnemaisonia hamifera,2009,13,0,1,28,0,5,0
Bonnemaisonia hamifera,2010,11,3.3333333333333335,2,29,0.696,5,0.03333333333333333
Bonnemaisonia hamifera,2010,12,0.16666666666666666,2,29,0.348,5,0.0016666666666666666
Bonnemaisonia hamifera,2010,13,0,2,29,0,5,0
Bonnemaisonia hamifera,2011,11,0,2,30,0.696,5,0
Bonnemaisonia hamifera,2011,12,0,2,30,0.348,5,0
Bonnemaisonia hamifera,2012,11,0,2,31,0.696,5,0
Bonnemaisonia hamifera,2012,12,0,2,31,0.348,5,0
Bonnemaisonia hamifera,2013,11,0,1,32,0.696,5,0
Bonnemaisonia hamifera,2013,12,0,1,32,0.348,5,0
Bonnemaisonia hamifera,2013,13,0,1,32,0,5,0
Bonnemaisonia hamifera,2014,11,0,2,33,0.696,5,0
Bonnemaisonia hamifera,2014,12,0,2,33,0.348,5,0
Bonnemaisonia hamifera,2014,13,0,1,33,0,5,0
Bonnemaisonia hamifera,2015,11,0,2,34,0.696,5,0
Bonnemaisonia hamifera,2015,12,0,2,34,0.348,5,0
Bonnemaisonia hamifera,2016,11,0,3,35,0.696,5,0
Bonnemaisonia hamifera,2016,12,0,2,35,0.348,5,0
Bonnemaisonia hamifera,2016,13,0,1,35,0,5,0
Bonnemaisonia hamifera,2019,11,0,2,38,0.696,5,0
Bonnemaisonia hamifera,2019,12,0.5216666666666666,2,38,0.348,5,0.005216666666666666
Bonnemaisonia hamifera,2019,13,0,1,38,0,5,0
Bonnemaisonia hamifera,2020,11,0,2,39,0.696,5,0
Bonnemaisonia hamifera,2020,12,0,2,39,0.348,5,0
Bonnemaisonia hamifera,2020,13,0,2,39,0,5,0
Bonnemaisonia hamifera,2021,11,0,3,40,0.696,5,0
Bonnemaisonia hamifera,2021,12,0,2,40,0.348,5,0
Bonnemaisonia hamifera,2021,13,0,2,40,0,5,0
Bonnemaisonia hamifera,2022,11,0,2,41,0.696,5,0
Bonnemaisonia hamifera,2022,12,0,2,41,0.348,5,0
Bonnemaisonia hamifera,2022,13,0,2,41,0,5,0
Bonnemaisonia hamifera,2023,11,0,2,42,0.696,5,0
Bonnemaisonia hamifera,2023,12,0,2,42,0.348,5,0
Bonnemaisonia hamifera,2023,13,0,2,42,0,5,0
Ceramium virgatum,1982,5,0,7,1,2.784,33,0
Ceramium virgatum,1982,6,0,7,1,2.436,33,0
Ceramium virgatum,1982,7,0,7,1,2.088,33,0
Ceramium virgatum,1982,8,0,7,1,1.7399999999999998,33,0
Ceramium virgatum,1982,9,0,7,1,1.392,33,0
Ceramium virgatum,1982,10,0,7,1,1.044,33,0
Ceramium virgatum,1982,11,0,7,1,0.696,33,0
Ceramium virgatum,1982,12,0,7,1,0.348,33,0
Ceramium virgatum,1982,13,0,7,1,0,33,0
Ceramium virgatum,1983,5,0,7,2,2.784,33,0
Ceramium virgatum,1983,6,0,7,2,2.436,33,0
Ceramium virgatum,1983,7,0,7,2,2.088,33,0
Ceramium virgatum,1983,8,11.428571428571429,7,2,1.7399999999999998,33,0.11428571428571428
Ceramium virgatum,1983,9,1.7142857142857142,7,2,1.392,33,0.01714285714285714
Ceramium virgatum,1983,10,1.1428571428571428,7,2,1.044,33,0.011428571428571429
Ceramium virgatum,1983,11,0.7142857142857143,7,2,0.696,33,0.007142857142857143
Ceramium virgatum,1983,12,0,6,2,0.348,33,0
Ceramium virgatum,1984,5,0,6,3,2.784,33,0
Ceramium virgatum,1984,6,0,6,3,2.436,33,0
Ceramium virgatum,1984,7,0,6,3,2.088,33,0
Ceramium virgatum,1984,8,6.833333333333333,6,3,1.7399999999999998,33,0.06833333333333333
Ceramium virgatum,1984,9,1.6666666666666667,6,3,1.392,33,0.016666666666666666
Ceramium virgatum,1984,10,0,6,3,1.044,33,0
Ceramium virgatum,1984,11,10,6,3,0.696,33,0.1
Ceramium virgatum,1984,12,5.833333333333333,6,3,0.348,33,0.05833333333333333
Ceramium virgatum,1984,13,0,5,3,0,33,0
Ceramium virgatum,1986,5,0,7,5,2.784,33,0
Ceramium virgatum,1986,6,0,7,5,2.436,33,0
Ceramium virgatum,1986,7,0,7,5,2.088,33,0
Ceramium virgatum,1986,8,0.09523809523809523,7,5,1.7399999999999998,33,9.523809523809524e-4
Ceramium virgatum,1986,9,0,7,5,1.392,33,0
Ceramium virgatum,1986,10,2.9047619047619047,7,5,1.044,33,0.029047619047619048
Ceramium virgatum,1986,11,0,7,5,0.696,33,0
Ceramium virgatum,1986,12,0,7,5,0.348,33,0
Ceramium virgatum,1986,13,0,5,5,0,33,0
Ceramium virgatum,1987,5,0,5,6,2.784,33,0
Ceramium virgatum,1987,6,0,7,6,2.436,33,0
Ceramium virgatum,1987,7,0,7,6,2.088,33,0
Ceramium virgatum,1987,8,0,7,6,1.7399999999999998,33,0
Ceramium virgatum,1987,9,0,7,6,1.392,33,0
Ceramium virgatum,1987,10,0.14285714285714285,7,6,1.044,33,0.0014285714285714286
Ceramium virgatum,1987,11,12.428571428571429,7,6,0.696,33,0.12428571428571429
Ceramium virgatum,1987,12,6.904761904761905,7,6,0.348,33,0.06904761904761905
Ceramium virgatum,1987,13,2.142857142857143,7,6,0,33,0.02142857142857143
Ceramium virgatum,1988,5,0,6,7,2.784,33,0
Ceramium virgatum,1988,6,0,6,7,2.436,33,0
Ceramium virgatum,1988,7,0,7,7,2.088,33,0
Ceramium virgatum,1988,8,0,7,7,1.7399999999999998,33,0
Ceramium virgatum,1988,9,0.9047619047619048,7,7,1.392,33,0.009047619047619047
Ceramium virgatum,1988,10,7.142857142857143,7,7,1.044,33,0.07142857142857144
Ceramium virgatum,1988,11,0.42857142857142855,7,7,0.696,33,0.004285714285714285
Ceramium virgatum,1988,12,9.523809523809524,7,7,0.348,33,0.09523809523809523
Ceramium virgatum,1988,13,10,5,7,0,33,0.1
Ceramium virgatum,1989,5,0,5,8,2.784,33,0
Ceramium virgatum,1989,6,0,7,8,2.436,33,0
Ceramium virgatum,1989,7,0,7,8,2.088,33,0
Ceramium virgatum,1989,8,0.07142857142857142,7,8,1.7399999999999998,33,7.142857142857143e-4
Ceramium virgatum,1989,9,13.88888888888889,7,8,1.392,33,0.1388888888888889
Ceramium virgatum,1989,10,11.857142857142858,7,8,1.044,33,0.11857142857142858
Ceramium virgatum,1989,11,11.833333333333334,7,8,0.696,33,0.11833333333333335
Ceramium virgatum,1989,12,15.555555555555555,6,8,0.348,33,0.15555555555555556
Ceramium virgatum,1989,13,2.1666666666666665,4,8,0,33,0.021666666666666664
Ceramium virgatum,1990,5,0,5,9,2.784,33,0
Ceramium virgatum,1990,6,0,7,9,2.436,33,0
Ceramium virgatum,1990,7,0,7,9,2.088,33,0
Ceramium virgatum,1990,8,0,7,9,1.7399999999999998,33,0
Ceramium virgatum,1990,9,2.857142857142857,7,9,1.392,33,0.02857142857142857
Ceramium virgatum,1990,10,1.1428571428571428,7,9,1.044,33,0.011428571428571429
Ceramium virgatum,1990,11,0.5714285714285714,7,9,0.696,33,0.005714285714285714
Ceramium virgatum,1990,12,0,7,9,0.348,33,0
Ceramium virgatum,1990,13,0.5714285714285714,7,9,0,33,0.005714285714285714
Ceramium virgatum,1991,5,0,4,10,2.784,33,0
Ceramium virgatum,1991,6,0.03333333333333333,5,10,2.436,33,3.333333333333333e-4
Ceramium virgatum,1991,7,0.13333333333333333,6,10,2.088,33,0.0013333333333333333
Ceramium virgatum,1991,8,2.111111111111111,6,10,1.7399999999999998,33,0.021111111111111112
Ceramium virgatum,1991,9,6.666666666666667,6,10,1.392,33,0.06666666666666667
Ceramium virgatum,1991,10,5.25,6,10,1.044,33,0.0525
Ceramium virgatum,1991,11,6.5,6,10,0.696,33,0.065
Ceramium virgatum,1991,12,2.588888888888889,6,10,0.348,33,0.025888888888888892
Ceramium virgatum,1991,13,9.88888888888889,6,10,0,33,0.09888888888888889
Ceramium virgatum,1992,5,0,5,11,2.784,33,0
Ceramium virgatum,1992,6,0,6,11,2.436,33,0
Ceramium virgatum,1992,7,1.4444444444444444,6,11,2.088,33,0.014444444444444444
Ceramium virgatum,1992,8,8.5,6,11,1.7399999999999998,33,0.085
Ceramium virgatum,1992,9,13.055555555555555,6,11,1.392,33,0.13055555555555556
Ceramium virgatum,1992,10,12.375,6,11,1.044,33,0.12375
Ceramium virgatum,1992,11,3.3333333333333335,6,11,0.696,33,0.03333333333333333
Ceramium virgatum,1992,12,1.0416666666666667,4,11,0.348,33,0.010416666666666668
Ceramium virgatum,1992,13,2.0833333333333335,4,11,0,33,0.020833333333333336
Ceramium virgatum,1993,5,0,5,12,2.784,33,0
Ceramium virgatum,1993,6,0,7,12,2.436,33,0
Ceramium virgatum,1993,7,0,7,12,2.088,33,0
Ceramium virgatum,1993,8,0.2857142857142857,7,12,1.7399999999999998,33,0.002857142857142857
Ceramium virgatum,1993,9,1.9190476190476191,7,12,1.392,33,0.019190476190476192
Ceramium virgatum,1993,10,3.4761904761904763,7,12,1.044,33,0.034761904761904765
Ceramium virgatum,1993,11,9.761904761904763,7,12,0.696,33,0.09761904761904763
Ceramium virgatum,1993,12,4.190476190476191,7,12,0.348,33,0.04190476190476191
Ceramium virgatum,1993,13,0.5,5,12,0,33,0.005
Ceramium virgatum,1994,5,0,7,13,2.784,33,0
Ceramium virgatum,1994,6,0,7,13,2.436,33,0
Ceramium virgatum,1994,7,3.5714285714285716,7,13,2.088,33,0.03571428571428572
Ceramium virgatum,1994,8,1.5238095238095237,7,13,1.7399999999999998,33,0.015238095238095238
Ceramium virgatum,1994,9,8.642857142857142,7,13,1.392,33,0.08642857142857142
Ceramium virgatum,1994,10,7.285714285714286,7,13,1.044,33,0.07285714285714286
Ceramium virgatum,1994,11,2.4047619047619047,7,13,0.696,33,0.024047619047619047
Ceramium virgatum,1994,12,5.619047619047619,7,13,0.348,33,0.056190476190476187
Ceramium virgatum,1994,13,1.2380952380952381,7,13,0,33,0.012380952380952381
Ceramium virgatum,1995,5,0,3,14,2.784,33,0
Ceramium virgatum,1995,6,0,6,14,2.436,33,0
Ceramium virgatum,1995,7,0,6,14,2.088,33,0
Ceramium virgatum,1995,8,0,6,14,1.7399999999999998,33,0
Ceramium virgatum,1995,9,0,6,14,1.392,33,0
Ceramium virgatum,1995,10,0.2222222222222222,6,14,1.044,33,0.0022222222222222222
Ceramium virgatum,1995,11,4.188888888888889,6,14,0.696,33,0.04188888888888889
Ceramium virgatum,1995,12,6.138888888888889,6,14,0.348,33,0.061388888888888896
Ceramium virgatum,1995,13,2.75,5,14,0,33,0.0275
Ceramium virgatum,1996,5,0,4,15,2.784,33,0
Ceramium virgatum,1996,6,0,3,15,2.436,33,0
Ceramium virgatum,1996,7,0.75,4,15,2.088,33,0.0075
Ceramium virgatum,1996,8,7.333333333333333,4,15,1.7399999999999998,33,0.07333333333333333
Ceramium virgatum,1996,9,13.833333333333334,4,15,1.392,33,0.13833333333333334
Ceramium virgatum,1996,10,6.333333333333333,4,15,1.044,33,0.06333333333333332
Ceramium virgatum,1996,11,9.5,4,15,0.696,33,0.095
Ceramium virgatum,1996,12,1.1111111111111112,3,15,0.348,33,0.011111111111111112
Ceramium virgatum,1996,13,0,2,15,0,33,0
Ceramium virgatum,1997,5,0,5,16,2.784,33,0
Ceramium virgatum,1997,6,0,6,16,2.436,33,0
Ceramium virgatum,1997,7,0,6,16,2.088,33,0
Ceramium virgatum,1997,8,0,6,16,1.7399999999999998,33,0
Ceramium virgatum,1997,9,0,6,16,1.392,33,0
Ceramium virgatum,1997,10,6.111111111111111,6,16,1.044,33,0.06111111111111111
Ceramium virgatum,1997,11,5.277777777777778,6,16,0.696,33,0.05277777777777778
Ceramium virgatum,1997,12,7.5,6,16,0.348,33,0.075
Ceramium virgatum,1997,13,8.75,4,16,0,33,0.0875
Ceramium virgatum,1998,5,0,5,17,2.784,33,0
Ceramium virgatum,1998,6,0,5,17,2.436,33,0
Ceramium virgatum,1998,7,0,7,17,2.088,33,0
Ceramium virgatum,1998,8,0.5714285714285714,7,17,1.7399999999999998,33,0.005714285714285714
Ceramium virgatum,1998,9,4.571428571428572,7,17,1.392,33,0.04571428571428572
Ceramium virgatum,1998,10,6.9523809523809526,7,17,1.044,33,0.06952380952380953
Ceramium virgatum,1998,11,11.142857142857142,7,17,0.696,33,0.11142857142857142
Ceramium virgatum,1998,12,9.047619047619047,7,17,0.348,33,0.09047619047619047
Ceramium virgatum,1998,13,1.527777777777778,6,17,0,33,0.015277777777777779
Ceramium virgatum,1999,5,0,4,18,2.784,33,0
Ceramium virgatum,1999,6,0,5,18,2.436,33,0
Ceramium virgatum,1999,7,0,5,18,2.088,33,0
Ceramium virgatum,1999,8,0,5,18,1.7399999999999998,33,0
Ceramium virgatum,1999,9,0,5,18,1.392,33,0
Ceramium virgatum,1999,10,0,5,18,1.044,33,0
Ceramium virgatum,1999,11,0,5,18,0.696,33,0
Ceramium virgatum,1999,12,0,5,18,0.348,33,0
Ceramium virgatum,1999,13,0,5,18,0,33,0
Ceramium virgatum,2000,5,0,7,19,2.784,33,0
Ceramium virgatum,2000,6,0,7,19,2.436,33,0
Ceramium virgatum,2000,7,0,7,19,2.088,33,0
Ceramium virgatum,2000,8,1.5238095238095237,7,19,1.7399999999999998,33,0.015238095238095238
Ceramium virgatum,2000,9,0,7,19,1.392,33,0
Ceramium virgatum,2000,10,3.476190476190476,7,19,1.044,33,0.03476190476190476
Ceramium virgatum,2000,11,2.1904761904761907,7,19,0.696,33,0.021904761904761906
Ceramium virgatum,2000,12,1.4285714285714286,7,19,0.348,33,0.014285714285714285
Ceramium virgatum,2000,13,3.888888888888889,6,19,0,33,0.03888888888888889
Ceramium virgatum,2001,5,0,3,20,2.784,33,0
Ceramium virgatum,2001,6,0,5,20,2.436,33,0
Ceramium virgatum,2001,7,0,6,20,2.088,33,0
Ceramium virgatum,2001,8,0,6,20,1.7399999999999998,33,0
Ceramium virgatum,2001,9,3.4444444444444446,6,20,1.392,33,0.034444444444444444
Ceramium virgatum,2001,10,0,6,20,1.044,33,0
Ceramium virgatum,2001,11,0,6,20,0.696,33,0
Ceramium virgatum,2001,12,0,6,20,0.348,33,0
Ceramium virgatum,2001,13,0,6,20,0,33,0
Ceramium virgatum,2002,5,0,5,21,2.784,33,0
Ceramium virgatum,2002,6,0,5,21,2.436,33,0
Ceramium virgatum,2002,7,0,5,21,2.088,33,0
Ceramium virgatum,2002,8,0.1,5,21,1.7399999999999998,33,0.001
Ceramium virgatum,2002,9,0,5,21,1.392,33,0
Ceramium virgatum,2002,10,0,5,21,1.044,33,0
Ceramium virgatum,2002,11,0,5,21,0.696,33,0
Ceramium virgatum,2002,12,0,5,21,0.348,33,0
Ceramium virgatum,2002,13,0,4,21,0,33,0
Ceramium virgatum,2003,5,0,5,22,2.784,33,0
Ceramium virgatum,2003,6,0,5,22,2.436,33,0
Ceramium virgatum,2003,7,0,5,22,2.088,33,0
Ceramium virgatum,2003,8,0.13333333333333333,5,22,1.7399999999999998,33,0.0013333333333333333
Ceramium virgatum,2003,9,5.4,5,22,1.392,33,0.054000000000000006
Ceramium virgatum,2003,10,2.2666666666666666,5,22,1.044,33,0.022666666666666665
Ceramium virgatum,2003,11,1.4666666666666666,5,22,0.696,33,0.014666666666666666
Ceramium virgatum,2003,12,5,5,22,0.348,33,0.05
Ceramium virgatum,2003,13,0,4,22,0,33,0
Ceramium virgatum,2004,5,0,4,23,2.784,33,0
Ceramium virgatum,2004,6,0,5,23,2.436,33,0
Ceramium virgatum,2004,7,0,5,23,2.088,33,0
Ceramium virgatum,2004,8,0,5,23,1.7399999999999998,33,0
Ceramium virgatum,2004,9,0,5,23,1.392,33,0
Ceramium virgatum,2004,10,0,5,23,1.044,33,0
Ceramium virgatum,2004,11,0,5,23,0.696,33,0
Ceramium virgatum,2004,12,0,5,23,0.348,33,0
Ceramium virgatum,2004,13,2.8,5,23,0,33,0.027999999999999997
Ceramium virgatum,2005,5,0,3,24,2.784,33,0
Ceramium virgatum,2005,6,0,4,24,2.436,33,0
Ceramium virgatum,2005,7,0,4,24,2.088,33,0
Ceramium virgatum,2005,8,0,4,24,1.7399999999999998,33,0
Ceramium virgatum,2005,9,0.08333333333333333,4,24,1.392,33,8.333333333333333e-4
Ceramium virgatum,2005,10,0,4,24,1.044,33,0
Ceramium virgatum,2005,11,0.4166666666666667,4,24,0.696,33,0.004166666666666667
Ceramium virgatum,2005,12,0,3,24,0.348,33,0
Ceramium virgatum,2005,13,0,2,24,0,33,0
Ceramium virgatum,2006,5,5.6,5,25,2.784,33,0.055999999999999994
Ceramium virgatum,2006,6,0,6,25,2.436,33,0
Ceramium virgatum,2006,7,0,6,25,2.088,33,0
Ceramium virgatum,2006,8,0,6,25,1.7399999999999998,33,0
Ceramium virgatum,2006,9,0,6,25,1.392,33,0
Ceramium virgatum,2006,10,0.027777777777777776,6,25,1.044,33,2.777777777777778e-4
Ceramium virgatum,2006,11,0,6,25,0.696,33,0
Ceramium virgatum,2006,12,1,5,25,0.348,33,0.01
Ceramium virgatum,2006,13,0,3,25,0,33,0
Ceramium virgatum,2009,5,0,5,28,2.784,33,0
Ceramium virgatum,2009,6,0,6,28,2.436,33,0
Ceramium virgatum,2009,7,0,6,28,2.088,33,0
Ceramium virgatum,2009,8,5.555555555555556e-4,6,28,1.7399999999999998,33,5.555555555555556e-6
Ceramium virgatum,2009,9,1.5666666666666669,6,28,1.392,33,0.01566666666666667
Ceramium virgatum,2009,10,8.86111111111111,6,28,1.044,33,0.08861111111111111
Ceramium virgatum,2009,11,2.786666666666667,6,28,0.696,33,0.02786666666666667
Ceramium virgatum,2009,12,1.6691666666666667,4,28,0.348,33,0.016691666666666667
Ceramium virgatum,2009,13,0,1,28,0,33,0
Ceramium virgatum,2010,5,0,3,29,2.784,33,0
Ceramium virgatum,2010,6,0,3,29,2.436,33,0
Ceramium virgatum,2010,7,0,3,29,2.088,33,0
Ceramium virgatum,2010,8,0,3,29,1.7399999999999998,33,0
Ceramium virgatum,2010,9,0,3,29,1.392,33,0
Ceramium virgatum,2010,10,0,3,29,1.044,33,0
Ceramium virgatum,2010,11,0,3,29,0.696,33,0
Ceramium virgatum,2010,12,6.222222222222222,3,29,0.348,33,0.06222222222222222
Ceramium virgatum,2010,13,15.333333333333334,2,29,0,33,0.15333333333333335
Ceramium virgatum,2011,5,0,3,30,2.784,33,0
Ceramium virgatum,2011,6,0,4,30,2.436,33,0
Ceramium virgatum,2011,7,0,4,30,2.088,33,0
Ceramium virgatum,2011,8,0.6666666666666666,4,30,1.7399999999999998,33,0.006666666666666666
Ceramium virgatum,2011,9,0,4,30,1.392,33,0
Ceramium virgatum,2011,10,1.6666666666666667,4,30,1.044,33,0.016666666666666666
Ceramium virgatum,2011,11,1.25,4,30,0.696,33,0.0125
Ceramium virgatum,2011,12,0,4,30,0.348,33,0
Ceramium virgatum,2012,5,0,4,31,2.784,33,0
Ceramium virgatum,2012,6,0,4,31,2.436,33,0
Ceramium virgatum,2012,7,0,4,31,2.088,33,0
Ceramium virgatum,2012,8,2.0833333333333335,4,31,1.7399999999999998,33,0.020833333333333336
Ceramium virgatum,2012,9,2.1666666666666665,4,31,1.392,33,0.021666666666666664
Ceramium virgatum,2012,10,4.25,4,31,1.044,33,0.0425
Ceramium virgatum,2012,11,2.6666666666666665,4,31,0.696,33,0.026666666666666665
Ceramium virgatum,2012,12,0.1111111111111111,3,31,0.348,33,0.0011111111111111111
Ceramium virgatum,2013,5,0,2,32,2.784,33,0
Ceramium virgatum,2013,6,0,3,32,2.436,33,0
Ceramium virgatum,2013,7,0,2,32,2.088,33,0
Ceramium virgatum,2013,8,0,3,32,1.7399999999999998,33,0
Ceramium virgatum,2013,9,0.7777777777777778,3,32,1.392,33,0.0077777777777777776
Ceramium virgatum,2013,10,0.5555555555555556,3,32,1.044,33,0.005555555555555556
Ceramium virgatum,2013,11,9,3,32,0.696,33,0.09
Ceramium virgatum,2013,12,4.666666666666667,3,32,0.348,33,0.04666666666666667
Ceramium virgatum,2013,13,0.5,2,32,0,33,0.005
Ceramium virgatum,2014,5,0,4,33,2.784,33,0
Ceramium virgatum,2014,6,0,4,33,2.436,33,0
Ceramium virgatum,2014,7,0,4,33,2.088,33,0
Ceramium virgatum,2014,8,0,4,33,1.7399999999999998,33,0
Ceramium virgatum,2014,9,2.5833333333333335,4,33,1.392,33,0.025833333333333333
Ceramium virgatum,2014,10,0,4,33,1.044,33,0
Ceramium virgatum,2014,11,8.833333333333334,4,33,0.696,33,0.08833333333333333
Ceramium virgatum,2014,12,0.6666666666666666,4,33,0.348,33,0.006666666666666666
Ceramium virgatum,2014,13,0,2,33,0,33,0
Ceramium virgatum,2015,5,0,3,34,2.784,33,0
Ceramium virgatum,2015,6,0,4,34,2.436,33,0
Ceramium virgatum,2015,7,0.25,4,34,2.088,33,0.0025
Ceramium virgatum,2015,8,0.5,4,34,1.7399999999999998,33,0.005
Ceramium virgatum,2015,9,17.083333333333336,4,34,1.392,33,0.17083333333333336
Ceramium virgatum,2015,10,28.166666666666664,4,34,1.044,33,0.2816666666666666
Ceramium virgatum,2015,11,52.33333333333333,4,34,0.696,33,0.5233333333333333
Ceramium virgatum,2015,12,35,3,34,0.348,33,0.35
Ceramium virgatum,2016,5,0,4,35,2.784,33,0
Ceramium virgatum,2016,6,0,4,35,2.436,33,0
Ceramium virgatum,2016,7,0,4,35,2.088,33,0
Ceramium virgatum,2016,8,10.416666666666668,4,35,1.7399999999999998,33,0.10416666666666669
Ceramium virgatum,2016,9,4.166666666666666,4,35,1.392,33,0.04166666666666666
Ceramium virgatum,2016,10,19.166666666666668,4,35,1.044,33,0.19166666666666668
Ceramium virgatum,2016,11,17.5,4,35,0.696,33,0.175
Ceramium virgatum,2016,12,15,3,35,0.348,33,0.15
Ceramium virgatum,2016,13,0,1,35,0,33,0
Ceramium virgatum,2019,5,0,4,38,2.784,33,0
Ceramium virgatum,2019,6,0,5,38,2.436,33,0
Ceramium virgatum,2019,7,0,5,38,2.088,33,0
Ceramium virgatum,2019,8,0,5,38,1.7399999999999998,33,0
Ceramium virgatum,2019,9,0,5,38,1.392,33,0
Ceramium virgatum,2019,10,0,5,38,1.044,33,0
Ceramium virgatum,2019,11,0,5,38,0.696,33,0
Ceramium virgatum,2019,12,0,5,38,0.348,33,0
Ceramium virgatum,2019,13,0,2,38,0,33,0
Ceramium virgatum,2020,5,0,3,39,2.784,33,0
Ceramium virgatum,2020,6,0,3,39,2.436,33,0
Ceramium virgatum,2020,7,0,3,39,2.088,33,0
Ceramium virgatum,2020,8,0,3,39,1.7399999999999998,33,0
Ceramium virgatum,2020,9,0,3,39,1.392,33,0
Ceramium virgatum,2020,10,0,3,39,1.044,33,0
Ceramium virgatum,2020,11,0,3,39,0.696,33,0
Ceramium virgatum,2020,12,0,2,39,0.348,33,0
Ceramium virgatum,2020,13,0,2,39,0,33,0
Ceramium virgatum,2021,5,0,4,40,2.784,33,0
Ceramium virgatum,2021,6,0,5,40,2.436,33,0
Ceramium virgatum,2021,7,0,6,40,2.088,33,0
Ceramium virgatum,2021,8,1.4444444444444444,6,40,1.7399999999999998,33,0.014444444444444444
Ceramium virgatum,2021,9,2.507222222222222,6,40,1.392,33,0.02507222222222222
