organism,year,level,n_transects,year_zero,tidalheight,years_pres,density,density_nonzero
Carcinus maenas,1992,10,6,11,1.044,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,1992,11,6,11,0.696,37,1.3888888888888888,1.3888888888888888
Carcinus maenas,1992,12,4,11,0.348,37,4.166666666666666,4.166666666666666
Carcinus maenas,1992,13,4,11,0,37,6.25,6.25
Carcinus maenas,1993,5,5,12,2.784,37,0,0.01
Carcinus maenas,1993,6,7,12,2.436,37,0,0.01
Carcinus maenas,1993,7,7,12,2.088,37,0,0.01
Carcinus maenas,1993,8,7,12,1.7399999999999998,37,0,0.01
Carcinus maenas,1993,9,7,12,1.392,37,0,0.01
Carcinus maenas,1993,10,7,12,1.044,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,1993,11,7,12,0.696,37,3.5714285714285716,3.5714285714285716
Carcinus maenas,1993,12,7,12,0.348,37,3.5714285714285716,3.5714285714285716
Carcinus maenas,1993,13,5,12,0,37,0,0.01
Carcinus maenas,1994,5,7,13,2.784,37,0,0.01
Carcinus maenas,1994,6,7,13,2.436,37,0,0.01
Carcinus maenas,1994,7,7,13,2.088,37,0,0.01
Carcinus maenas,1994,8,7,13,1.7399999999999998,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,1994,9,7,13,1.392,37,3.5714285714285716,3.5714285714285716
Carcinus maenas,1994,10,7,13,1.044,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,1994,11,7,13,0.696,37,5.9523809523809526,5.9523809523809526
Carcinus maenas,1994,12,7,13,0.348,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,1994,13,7,13,0,37,0,0.01
Carcinus maenas,1995,5,3,14,2.784,37,0,0.01
Carcinus maenas,1995,6,6,14,2.436,37,0,0.01
Carcinus maenas,1995,7,6,14,2.088,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,1995,8,6,14,1.7399999999999998,37,0,0.01
Carcinus maenas,1995,9,6,14,1.392,37,6.944444444444445,6.944444444444445
Carcinus maenas,1995,10,6,14,1.044,37,6.944444444444445,6.944444444444445
Carcinus maenas,1995,11,6,14,0.696,37,16.666666666666664,16.666666666666664
Carcinus maenas,1995,12,6,14,0.348,37,8.333333333333332,8.333333333333332
Carcinus maenas,1995,13,5,14,0,37,28.333333333333332,28.333333333333332
Carcinus maenas,1996,5,4,15,2.784,37,0,0.01
Carcinus maenas,1996,6,3,15,2.436,37,0,0.01
Carcinus maenas,1996,7,4,15,2.088,37,0,0.01
Carcinus maenas,1996,8,4,15,1.7399999999999998,37,0,0.01
Carcinus maenas,1996,9,4,15,1.392,37,6.25,6.25
Carcinus maenas,1996,10,4,15,1.044,37,0,0.01
Carcinus maenas,1996,11,4,15,0.696,37,2.083333333333333,2.083333333333333
Carcinus maenas,1996,12,3,15,0.348,37,5.555555555555555,5.555555555555555
Carcinus maenas,1996,13,2,15,0,37,4.166666666666666,4.166666666666666
Carcinus maenas,1997,5,5,16,2.784,37,0,0.01
Carcinus maenas,1997,6,6,16,2.436,37,0,0.01
Carcinus maenas,1997,7,6,16,2.088,37,0,0.01
Carcinus maenas,1997,8,6,16,1.7399999999999998,37,0,0.01
Carcinus maenas,1997,9,6,16,1.392,37,0,0.01
Carcinus maenas,1997,10,6,16,1.044,37,0,0.01
Carcinus maenas,1997,11,6,16,0.696,37,5.555555555555555,5.555555555555555
Carcinus maenas,1997,12,6,16,0.348,37,0,0.01
Carcinus maenas,1997,13,4,16,0,37,2.083333333333333,2.083333333333333
Carcinus maenas,1998,5,5,17,2.784,37,0,0.01
Carcinus maenas,1998,6,5,17,2.436,37,0,0.01
Carcinus maenas,1998,7,7,17,2.088,37,0,0.01
Carcinus maenas,1998,8,7,17,1.7399999999999998,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,1998,9,7,17,1.392,37,3.5714285714285716,3.5714285714285716
Carcinus maenas,1998,10,7,17,1.044,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,1998,11,7,17,0.696,37,2.380952380952381,2.380952380952381
Carcinus maenas,1998,12,7,17,0.348,37,4.761904761904762,4.761904761904762
Carcinus maenas,1998,13,6,17,0,37,12.5,12.5
Carcinus maenas,1999,5,4,18,2.784,37,0,0.01
Carcinus maenas,1999,6,5,18,2.436,37,0,0.01
Carcinus maenas,1999,7,5,18,2.088,37,0,0.01
Carcinus maenas,1999,8,5,18,1.7399999999999998,37,3.333333333333333,3.333333333333333
Carcinus maenas,1999,9,5,18,1.392,37,6.666666666666666,6.666666666666666
Carcinus maenas,1999,10,5,18,1.044,37,6.666666666666666,6.666666666666666
Carcinus maenas,1999,11,5,18,0.696,37,26.666666666666664,26.666666666666664
Carcinus maenas,1999,12,5,18,0.348,37,26.666666666666664,26.666666666666664
Carcinus maenas,1999,13,5,18,0,37,30,30
Carcinus maenas,2000,5,7,19,2.784,37,0,0.01
Carcinus maenas,2000,6,7,19,2.436,37,0,0.01
Carcinus maenas,2000,7,7,19,2.088,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,2000,8,7,19,1.7399999999999998,37,3.5714285714285716,3.5714285714285716
Carcinus maenas,2000,9,7,19,1.392,37,3.5714285714285716,3.5714285714285716
Carcinus maenas,2000,10,7,19,1.044,37,1.1904761904761905,1.1904761904761905
Carcinus maenas,2000,11,7,19,0.696,37,8.333333333333332,8.333333333333332
Carcinus maenas,2000,12,7,19,0.348,37,11.904761904761903,11.904761904761903
Carcinus maenas,2000,13,6,19,0,37,11.11111111111111,11.11111111111111
Carcinus maenas,2001,5,3,20,2.784,37,0,0.01
Carcinus maenas,2001,6,5,20,2.436,37,0,0.01
Carcinus maenas,2001,7,6,20,2.088,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,2001,8,6,20,1.7399999999999998,37,4.166666666666666,4.166666666666666
Carcinus maenas,2001,9,6,20,1.392,37,6.944444444444445,6.944444444444445
Carcinus maenas,2001,10,6,20,1.044,37,4.166666666666666,4.166666666666666
Carcinus maenas,2001,11,6,20,0.696,37,0,0.01
Carcinus maenas,2001,12,6,20,0.348,37,0,0.01
Carcinus maenas,2001,13,6,20,0,37,0,0.01
Carcinus maenas,2002,5,5,21,2.784,37,0,0.01
Carcinus maenas,2002,6,5,21,2.436,37,0,0.01
Carcinus maenas,2002,7,5,21,2.088,37,0,0.01
Carcinus maenas,2002,8,5,21,1.7399999999999998,37,0,0.01
Carcinus maenas,2002,9,5,21,1.392,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2002,10,5,21,1.044,37,5,5
Carcinus maenas,2002,11,5,21,0.696,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2002,12,5,21,0.348,37,0,0.01
Carcinus maenas,2002,13,4,21,0,37,2.083333333333333,2.083333333333333
Carcinus maenas,2003,5,5,22,2.784,37,0,0.01
Carcinus maenas,2003,6,5,22,2.436,37,0,0.01
Carcinus maenas,2003,7,5,22,2.088,37,3.333333333333333,3.333333333333333
Carcinus maenas,2003,8,5,22,1.7399999999999998,37,6.666666666666666,6.666666666666666
Carcinus maenas,2003,9,5,22,1.392,37,3.333333333333333,3.333333333333333
Carcinus maenas,2003,10,5,22,1.044,37,8.333333333333332,8.333333333333332
Carcinus maenas,2003,11,5,22,0.696,37,3.333333333333333,3.333333333333333
Carcinus maenas,2003,12,5,22,0.348,37,8.333333333333334,8.333333333333334
Carcinus maenas,2003,13,4,22,0,37,6.25,6.25
Carcinus maenas,2004,5,4,23,2.784,37,0,0.01
Carcinus maenas,2004,6,5,23,2.436,37,0,0.01
Carcinus maenas,2004,7,5,23,2.088,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2004,8,5,23,1.7399999999999998,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2004,9,5,23,1.392,37,3.333333333333333,3.333333333333333
Carcinus maenas,2004,10,5,23,1.044,37,0,0.01
Carcinus maenas,2004,11,5,23,0.696,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2004,12,5,23,0.348,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2004,13,5,23,0,37,6.666666666666666,6.666666666666666
Carcinus maenas,2005,5,3,24,2.784,37,0,0.01
Carcinus maenas,2005,6,4,24,2.436,37,0,0.01
Carcinus maenas,2005,7,4,24,2.088,37,0,0.01
Carcinus maenas,2005,8,4,24,1.7399999999999998,37,2.083333333333333,2.083333333333333
Carcinus maenas,2005,9,4,24,1.392,37,2.083333333333333,2.083333333333333
Carcinus maenas,2005,10,4,24,1.044,37,2.083333333333333,2.083333333333333
Carcinus maenas,2005,11,4,24,0.696,37,8.333333333333332,8.333333333333332
Carcinus maenas,2005,12,3,24,0.348,37,0,0.01
Carcinus maenas,2005,13,2,24,0,37,0,0.01
Carcinus maenas,2006,5,5,25,2.784,37,0,0.01
Carcinus maenas,2006,6,6,25,2.436,37,0,0.01
Carcinus maenas,2006,7,6,25,2.088,37,1.3888888888888888,1.3888888888888888
Carcinus maenas,2006,8,6,25,1.7399999999999998,37,1.3888888888888888,1.3888888888888888
Carcinus maenas,2006,9,6,25,1.392,37,1.3888888888888888,1.3888888888888888
Carcinus maenas,2006,10,6,25,1.044,37,4.166666666666666,4.166666666666666
Carcinus maenas,2006,11,6,25,0.696,37,18.055555555555554,18.055555555555554
Carcinus maenas,2006,12,5,25,0.348,37,20,20
Carcinus maenas,2006,13,3,25,0,37,11.11111111111111,11.11111111111111
Carcinus maenas,2009,5,5,28,2.784,37,0,0.01
Carcinus maenas,2009,6,6,28,2.436,37,0,0.01
Carcinus maenas,2009,7,6,28,2.088,37,6.944444444444445,6.944444444444445
Carcinus maenas,2009,8,6,28,1.7399999999999998,37,9.722222222222221,9.722222222222221
Carcinus maenas,2009,9,6,28,1.392,37,0,0.01
Carcinus maenas,2009,10,6,28,1.044,37,12.5,12.5
Carcinus maenas,2009,11,6,28,0.696,37,4.166666666666666,4.166666666666666
Carcinus maenas,2009,12,4,28,0.348,37,4.166666666666666,4.166666666666666
Carcinus maenas,2009,13,1,28,0,37,8.333333333333332,8.333333333333332
Carcinus maenas,2010,5,3,29,2.784,37,0,0.01
Carcinus maenas,2010,6,3,29,2.436,37,0,0.01
Carcinus maenas,2010,7,3,29,2.088,37,0,0.01
Carcinus maenas,2010,8,3,29,1.7399999999999998,37,0,0.01
Carcinus maenas,2010,9,3,29,1.392,37,0,0.01
Carcinus maenas,2010,10,3,29,1.044,37,4.166666666666666,4.166666666666666
Carcinus maenas,2010,11,3,29,0.696,37,0,0.01
Carcinus maenas,2010,12,3,29,0.348,37,0,0.01
Carcinus maenas,2010,13,2,29,0,37,4.166666666666666,4.166666666666666
Carcinus maenas,2011,5,3,30,2.784,37,0,0.01
Carcinus maenas,2011,6,4,30,2.436,37,0,0.01
Carcinus maenas,2011,7,4,30,2.088,37,0,0.01
Carcinus maenas,2011,8,4,30,1.7399999999999998,37,2.083333333333333,2.083333333333333
Carcinus maenas,2011,9,4,30,1.392,37,2.083333333333333,2.083333333333333
Carcinus maenas,2011,10,4,30,1.044,37,0,0.01
Carcinus maenas,2011,11,4,30,0.696,37,4.166666666666666,4.166666666666666
Carcinus maenas,2011,12,4,30,0.348,37,0,0.01
Carcinus maenas,2012,5,4,31,2.784,37,0,0.01
Carcinus maenas,2012,6,4,31,2.436,37,0,0.01
Carcinus maenas,2012,7,4,31,2.088,37,0,0.01
Carcinus maenas,2012,8,4,31,1.7399999999999998,37,0,0.01
Carcinus maenas,2012,9,4,31,1.392,37,2.083333333333333,2.083333333333333
Carcinus maenas,2012,10,4,31,1.044,37,0,0.01
Carcinus maenas,2012,11,4,31,0.696,37,0,0.01
Carcinus maenas,2012,12,3,31,0.348,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,2013,5,2,32,2.784,37,0,0.01
Carcinus maenas,2013,6,3,32,2.436,37,0,0.01
Carcinus maenas,2013,7,2,32,2.088,37,4.166666666666666,4.166666666666666
Carcinus maenas,2013,8,3,32,1.7399999999999998,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,2013,9,3,32,1.392,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,2013,10,3,32,1.044,37,0,0.01
Carcinus maenas,2013,11,3,32,0.696,37,0,0.01
Carcinus maenas,2013,12,3,32,0.348,37,0,0.01
Carcinus maenas,2013,13,2,32,0,37,0,0.01
Carcinus maenas,2014,5,4,33,2.784,37,0,0.01
Carcinus maenas,2014,6,4,33,2.436,37,2.083333333333333,2.083333333333333
Carcinus maenas,2014,7,4,33,2.088,37,4.166666666666666,4.166666666666666
Carcinus maenas,2014,8,4,33,1.7399999999999998,37,6.25,6.25
Carcinus maenas,2014,9,4,33,1.392,37,4.166666666666666,4.166666666666666
Carcinus maenas,2014,10,4,33,1.044,37,8.333333333333332,8.333333333333332
Carcinus maenas,2014,11,4,33,0.696,37,6.25,6.25
Carcinus maenas,2014,12,4,33,0.348,37,0,0.01
Carcinus maenas,2014,13,2,33,0,37,0,0.01
Carcinus maenas,2015,5,3,34,2.784,37,5.555555555555555,5.555555555555555
Carcinus maenas,2015,6,4,34,2.436,37,2.083333333333333,2.083333333333333
Carcinus maenas,2015,7,4,34,2.088,37,2.083333333333333,2.083333333333333
Carcinus maenas,2015,8,4,34,1.7399999999999998,37,4.166666666666666,4.166666666666666
Carcinus maenas,2015,9,4,34,1.392,37,0,0.01
Carcinus maenas,2015,10,4,34,1.044,37,2.083333333333333,2.083333333333333
Carcinus maenas,2015,11,4,34,0.696,37,2.083333333333333,2.083333333333333
Carcinus maenas,2015,12,3,34,0.348,37,0,0.01
Carcinus maenas,2016,5,4,35,2.784,37,0,0.01
Carcinus maenas,2016,6,4,35,2.436,37,0,0.01
Carcinus maenas,2016,7,4,35,2.088,37,6.25,6.25
Carcinus maenas,2016,8,4,35,1.7399999999999998,37,6.25,6.25
Carcinus maenas,2016,9,4,35,1.392,37,0,0.01
Carcinus maenas,2016,10,4,35,1.044,37,6.25,6.25
Carcinus maenas,2016,11,4,35,0.696,37,0,0.01
Carcinus maenas,2016,12,3,35,0.348,37,5.555555555555555,5.555555555555555
Carcinus maenas,2016,13,1,35,0,37,0,0.01
Carcinus maenas,2019,5,4,38,2.784,37,0,0.01
Carcinus maenas,2019,6,5,38,2.436,37,0,0.01
Carcinus maenas,2019,7,5,38,2.088,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2019,8,5,38,1.7399999999999998,37,0,0.01
Carcinus maenas,2019,9,5,38,1.392,37,0,0.01
Carcinus maenas,2019,10,5,38,1.044,37,5,5
Carcinus maenas,2019,11,5,38,0.696,37,5,5
Carcinus maenas,2019,12,5,38,0.348,37,3.333333333333333,3.333333333333333
Carcinus maenas,2019,13,2,38,0,37,0,0.01
Carcinus maenas,2020,5,3,39,2.784,37,0,0.01
Carcinus maenas,2020,6,3,39,2.436,37,0,0.01
Carcinus maenas,2020,7,3,39,2.088,37,0,0.01
Carcinus maenas,2020,8,3,39,1.7399999999999998,37,5.555555555555555,5.555555555555555
Carcinus maenas,2020,9,3,39,1.392,37,0,0.01
Carcinus maenas,2020,10,3,39,1.044,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,2020,11,3,39,0.696,37,0,0.01
Carcinus maenas,2020,12,2,39,0.348,37,0,0.01
Carcinus maenas,2020,13,2,39,0,37,0,0.01
Carcinus maenas,2021,5,4,40,2.784,37,0,0.01
Carcinus maenas,2021,6,5,40,2.436,37,0,0.01
Carcinus maenas,2021,7,6,40,2.088,37,2.7777777777777777,2.7777777777777777
Carcinus maenas,2021,8,6,40,1.7399999999999998,37,1.3888888888888888,1.3888888888888888
Carcinus maenas,2021,9,6,40,1.392,37,1.3888888888888888,1.3888888888888888
Carcinus maenas,2021,10,6,40,1.044,37,0,0.01
Carcinus maenas,2021,11,6,40,0.696,37,0,0.01
Carcinus maenas,2021,12,5,40,0.348,37,0,0.01
Carcinus maenas,2021,13,4,40,0,37,2.083333333333333,2.083333333333333
Carcinus maenas,2022,5,4,41,2.784,37,0,0.01
Carcinus maenas,2022,6,5,41,2.436,37,0,0.01
Carcinus maenas,2022,7,5,41,2.088,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2022,8,5,41,1.7399999999999998,37,0,0.01
Carcinus maenas,2022,9,5,41,1.392,37,3.333333333333333,3.333333333333333
Carcinus maenas,2022,10,5,41,1.044,37,0,0.01
Carcinus maenas,2022,11,5,41,0.696,37,1.6666666666666665,1.6666666666666665
Carcinus maenas,2022,12,5,41,0.348,37,0,0.01
Carcinus maenas,2022,13,4,41,0,37,2.083333333333333,2.083333333333333
Carcinus maenas,2023,5,5,42,2.784,37,0,0.01
Carcinus maenas,2023,6,5,42,2.436,37,0,0.01
Carcinus maenas,2023,7,5,42,2.088,37,0,0.01
Carcinus maenas,2023,8,5,42,1.7399999999999998,37,6.666666666666666,6.666666666666666
Carcinus maenas,2023,9,5,42,1.392,37,8.333333333333332,8.333333333333332
Carcinus maenas,2023,10,5,42,1.044,37,8.333333333333332,8.333333333333332
Carcinus maenas,2023,11,5,42,0.696,37,15,15
Carcinus maenas,2023,12,5,42,0.348,37,10,10
Carcinus maenas,2023,13,5,42,0,37,1.6666666666666665,1.6666666666666665
Crepidula fornicata,1982,9,3,1,1.392,8,0,0.01
Crepidula fornicata,1982,10,3,1,1.044,8,0,0.01
Crepidula fornicata,1982,11,3,1,0.696,8,0,0.01
Crepidula fornicata,1982,12,3,1,0.348,8,0,0.01
Crepidula fornicata,1982,13,3,1,0,8,0,0.01
Crepidula fornicata,1983,9,3,2,1.392,8,0,0.01
Crepidula fornicata,1983,10,3,2,1.044,8,0,0.01
Crepidula fornicata,1983,11,3,2,0.696,8,0,0.01
Crepidula fornicata,1983,12,2,2,0.348,8,0,0.01
Crepidula fornicata,1984,9,3,3,1.392,8,0,0.01
Crepidula fornicata,1984,10,3,3,1.044,8,0,0.01
Crepidula fornicata,1984,11,3,3,0.696,8,0,0.01
Crepidula fornicata,1984,12,3,3,0.348,8,0,0.01
Crepidula fornicata,1984,13,2,3,0,8,0,0.01
Crepidula fornicata,1986,9,3,5,1.392,8,0,0.01
Crepidula fornicata,1986,10,3,5,1.044,8,0,0.01
Crepidula fornicata,1986,11,3,5,0.696,8,0,0.01
Crepidula fornicata,1986,12,3,5,0.348,8,0,0.01
Crepidula fornicata,1986,13,3,5,0,8,0,0.01
Crepidula fornicata,1987,9,3,6,1.392,8,0,0.01
Crepidula fornicata,1987,10,3,6,1.044,8,0,0.01
Crepidula fornicata,1987,11,3,6,0.696,8,0,0.01
Crepidula fornicata,1987,12,3,6,0.348,8,0,0.01
Crepidula fornicata,1987,13,3,6,0,8,0,0.01
Crepidula fornicata,1988,9,3,7,1.392,8,0,0.01
Crepidula fornicata,1988,10,3,7,1.044,8,0,0.01
Crepidula fornicata,1988,11,3,7,0.696,8,0,0.01
Crepidula fornicata,1988,12,3,7,0.348,8,0,0.01
Crepidula fornicata,1988,13,3,7,0,8,0,0.01
Crepidula fornicata,1989,9,3,8,1.392,8,0,0.01
Crepidula fornicata,1989,10,3,8,1.044,8,0,0.01
Crepidula fornicata,1989,11,3,8,0.696,8,0,0.01
Crepidula fornicata,1989,12,3,8,0.348,8,0,0.01
Crepidula fornicata,1989,13,2,8,0,8,0,0.01
Crepidula fornicata,1990,9,3,9,1.392,8,0,0.01
Crepidula fornicata,1990,10,3,9,1.044,8,0,0.01
Crepidula fornicata,1990,11,3,9,0.696,8,0,0.01
Crepidula fornicata,1990,12,3,9,0.348,8,0,0.01
Crepidula fornicata,1990,13,3,9,0,8,0,0.01
Crepidula fornicata,1991,9,2,10,1.392,8,0,0.01
Crepidula fornicata,1991,10,2,10,1.044,8,0,0.01
Crepidula fornicata,1991,11,2,10,0.696,8,0,0.01
Crepidula fornicata,1991,12,2,10,0.348,8,0,0.01
Crepidula fornicata,1991,13,2,10,0,8,0,0.01
Crepidula fornicata,1992,9,3,11,1.392,8,0,0.01
Crepidula fornicata,1992,10,3,11,1.044,8,0,0.01
Crepidula fornicata,1992,11,3,11,0.696,8,0,0.01
Crepidula fornicata,1992,12,3,11,0.348,8,0,0.01
Crepidula fornicata,1992,13,3,11,0,8,0,0.01
Crepidula fornicata,1993,9,3,12,1.392,8,0,0.01
Crepidula fornicata,1993,10,3,12,1.044,8,0,0.01
Crepidula fornicata,1993,11,3,12,0.696,8,0,0.01
Crepidula fornicata,1993,12,3,12,0.348,8,0,0.01
Crepidula fornicata,1993,13,3,12,0,8,0,0.01
Crepidula fornicata,1994,9,3,13,1.392,8,0,0.01
Crepidula fornicata,1994,10,3,13,1.044,8,0,0.01
Crepidula fornicata,1994,11,3,13,0.696,8,0,0.01
Crepidula fornicata,1994,12,3,13,0.348,8,0,0.01
Crepidula fornicata,1994,13,3,13,0,8,0,0.01
Crepidula fornicata,1995,9,3,14,1.392,8,0,0.01
Crepidula fornicata,1995,10,3,14,1.044,8,0,0.01
Crepidula fornicata,1995,11,3,14,0.696,8,0,0.01
Crepidula fornicata,1995,12,3,14,0.348,8,0,0.01
Crepidula fornicata,1995,13,3,14,0,8,0,0.01
Crepidula fornicata,1996,9,2,15,1.392,8,0,0.01
Crepidula fornicata,1996,10,2,15,1.044,8,0,0.01
Crepidula fornicata,1996,11,2,15,0.696,8,0,0.01
Crepidula fornicata,1996,12,2,15,0.348,8,0,0.01
Crepidula fornicata,1996,13,2,15,0,8,0,0.01
Crepidula fornicata,1997,9,2,16,1.392,8,4.166666666666666,4.166666666666666
Crepidula fornicata,1997,10,2,16,1.044,8,4.166666666666666,4.166666666666666
Crepidula fornicata,1997,11,2,16,0.696,8,12.5,12.5
Crepidula fornicata,1997,12,2,16,0.348,8,0,0.01
Crepidula fornicata,1997,13,2,16,0,8,0,0.01
Crepidula fornicata,1998,9,3,17,1.392,8,0,0.01
Crepidula fornicata,1998,10,3,17,1.044,8,0,0.01
Crepidula fornicata,1998,11,3,17,0.696,8,75,75
Crepidula fornicata,1998,12,3,17,0.348,8,2.7777777777777777,2.7777777777777777
Crepidula fornicata,1998,13,3,17,0,8,0,0.01
Crepidula fornicata,1999,9,1,18,1.392,8,0,0.01
Crepidula fornicata,1999,10,1,18,1.044,8,0,0.01
Crepidula fornicata,1999,11,1,18,0.696,8,0,0.01
Crepidula fornicata,1999,12,1,18,0.348,8,0,0.01
Crepidula fornicata,1999,13,1,18,0,8,0,0.01
Crepidula fornicata,2000,9,3,19,1.392,8,0,0.01
Crepidula fornicata,2000,10,3,19,1.044,8,0,0.01
Crepidula fornicata,2000,11,3,19,0.696,8,0,0.01
Crepidula fornicata,2000,12,3,19,0.348,8,0,0.01
Crepidula fornicata,2000,13,3,19,0,8,0,0.01
Crepidula fornicata,2001,9,2,20,1.392,8,0,0.01
Crepidula fornicata,2001,10,2,20,1.044,8,4.166666666666666,4.166666666666666
Crepidula fornicata,2001,11,2,20,0.696,8,0,0.01
Crepidula fornicata,2001,12,2,20,0.348,8,0,0.01
Crepidula fornicata,2001,13,2,20,0,8,0,0.01
Crepidula fornicata,2002,9,2,21,1.392,8,0,0.01
Crepidula fornicata,2002,10,2,21,1.044,8,0,0.01
Crepidula fornicata,2002,11,2,21,0.696,8,0,0.01
Crepidula fornicata,2002,12,2,21,0.348,8,0,0.01
Crepidula fornicata,2002,13,2,21,0,8,0,0.01
Crepidula fornicata,2003,9,1,22,1.392,8,0,0.01
Crepidula fornicata,2003,10,1,22,1.044,8,0,0.01
Crepidula fornicata,2003,11,1,22,0.696,8,0,0.01
Crepidula fornicata,2003,12,1,22,0.348,8,0,0.01
Crepidula fornicata,2003,13,1,22,0,8,0,0.01
Crepidula fornicata,2004,9,1,23,1.392,8,0,0.01
Crepidula fornicata,2004,10,1,23,1.044,8,0,0.01
Crepidula fornicata,2004,11,1,23,0.696,8,0,0.01
Crepidula fornicata,2004,12,1,23,0.348,8,0,0.01
Crepidula fornicata,2004,13,1,23,0,8,25,25
Crepidula fornicata,2005,9,1,24,1.392,8,0,0.01
Crepidula fornicata,2005,10,1,24,1.044,8,0,0.01
Crepidula fornicata,2005,11,1,24,0.696,8,0,0.01
Crepidula fornicata,2005,12,1,24,0.348,8,0,0.01
Crepidula fornicata,2005,13,1,24,0,8,0,0.01
Crepidula fornicata,2006,9,3,25,1.392,8,0,0.01
Crepidula fornicata,2006,10,3,25,1.044,8,0,0.01
Crepidula fornicata,2006,11,3,25,0.696,8,0,0.01
Crepidula fornicata,2006,12,2,25,0.348,8,0,0.01
Crepidula fornicata,2006,13,1,25,0,8,0,0.01
Crepidula fornicata,2009,9,2,28,1.392,8,0,0.01
Crepidula fornicata,2009,10,2,28,1.044,8,0,0.01
Crepidula fornicata,2009,11,2,28,0.696,8,4.166666666666666,4.166666666666666
Crepidula fornicata,2009,12,1,28,0.348,8,8.333333333333332,8.333333333333332
Crepidula fornicata,2009,13,1,28,0,8,0,0.01
Crepidula fornicata,2010,9,1,29,1.392,8,0,0.01
Crepidula fornicata,2010,10,1,29,1.044,8,0,0.01
Crepidula fornicata,2010,11,1,29,0.696,8,0,0.01
Crepidula fornicata,2010,12,1,29,0.348,8,0,0.01
Crepidula fornicata,2010,13,1,29,0,8,0,0.01
Crepidula fornicata,2011,9,2,30,1.392,8,0,0.01
Crepidula fornicata,2011,10,2,30,1.044,8,0,0.01
Crepidula fornicata,2011,11,2,30,0.696,8,0,0.01
Crepidula fornicata,2011,12,2,30,0.348,8,0,0.01
Crepidula fornicata,2012,9,2,31,1.392,8,0,0.01
Crepidula fornicata,2012,10,2,31,1.044,8,0,0.01
Crepidula fornicata,2012,11,2,31,0.696,8,0,0.01
Crepidula fornicata,2012,12,2,31,0.348,8,0,0.01
Crepidula fornicata,2013,9,1,32,1.392,8,0,0.01
Crepidula fornicata,2013,10,1,32,1.044,8,0,0.01
Crepidula fornicata,2013,11,1,32,0.696,8,0,0.01
Crepidula fornicata,2013,12,1,32,0.348,8,0,0.01
Crepidula fornicata,2013,13,1,32,0,8,0,0.01
Crepidula fornicata,2014,9,2,33,1.392,8,0,0.01
Crepidula fornicata,2014,10,2,33,1.044,8,0,0.01
Crepidula fornicata,2014,11,2,33,0.696,8,0,0.01
Crepidula fornicata,2014,12,2,33,0.348,8,0,0.01
Crepidula fornicata,2014,13,2,33,0,8,4.166666666666666,4.166666666666666
Crepidula fornicata,2015,9,2,34,1.392,8,0,0.01
Crepidula fornicata,2015,10,2,34,1.044,8,0,0.01
Crepidula fornicata,2015,11,2,34,0.696,8,0,0.01
Crepidula fornicata,2015,12,1,34,0.348,8,0,0.01
Crepidula fornicata,2016,9,1,35,1.392,8,0,0.01
Crepidula fornicata,2016,10,1,35,1.044,8,0,0.01
Crepidula fornicata,2016,11,1,35,0.696,8,0,0.01
Crepidula fornicata,2016,12,1,35,0.348,8,8.333333333333332,8.333333333333332
Crepidula fornicata,2019,9,2,38,1.392,8,0,0.01
Crepidula fornicata,2019,10,2,38,1.044,8,0,0.01
Crepidula fornicata,2019,11,2,38,0.696,8,0,0.01
Crepidula fornicata,2019,12,2,38,0.348,8,0,0.01
Crepidula fornicata,2020,9,2,39,1.392,8,0,0.01
Crepidula fornicata,2020,10,2,39,1.044,8,0,0.01
Crepidula fornicata,2020,11,2,39,0.696,8,0,0.01
Crepidula fornicata,2020,12,1,39,0.348,8,0,0.01
Crepidula fornicata,2020,13,1,39,0,8,0,0.01
Crepidula fornicata,2021,9,2,40,1.392,8,0,0.01
Crepidula fornicata,2021,10,2,40,1.044,8,0,0.01
Crepidula fornicata,2021,11,2,40,0.696,8,0,0.01
Crepidula fornicata,2021,12,2,40,0.348,8,0,0.01
Crepidula fornicata,2021,13,2,40,0,8,0,0.01
Crepidula fornicata,2022,9,1,41,1.392,8,0,0.01
Crepidula fornicata,2022,10,1,41,1.044,8,0,0.01
Crepidula fornicata,2022,11,1,41,0.696,8,0,0.01
