organism,year,level,n_transects,year_zero,tidalheight,years_pres,density,density_nonzero
Anurida maritima,2014,11,4,33,0.696,39,0,0.01
Anurida maritima,2014,12,4,33,0.348,39,0,0.01
Anurida maritima,2014,13,3,33,0,39,0,0.01
Anurida maritima,2014,14,2,33,-0.348,39,0,0.01
Anurida maritima,2015,0,5,34,4.524,39,11.666666666666668,11.666666666666668
Anurida maritima,2015,1,5,34,4.176,39,15,15
Anurida maritima,2015,2,5,34,3.828,39,21.666666666666664,21.666666666666664
Anurida maritima,2015,3,5,34,3.4799999999999995,39,5,5
Anurida maritima,2015,4,5,34,3.1319999999999997,39,41.666666666666664,41.666666666666664
Anurida maritima,2015,5,5,34,2.784,39,43.33333333333333,43.33333333333333
Anurida maritima,2015,6,5,34,2.436,39,51.66666666666666,51.66666666666666
Anurida maritima,2015,7,4,34,2.088,39,12.5,12.5
Anurida maritima,2015,8,5,34,1.7399999999999998,39,6.666666666666666,6.666666666666666
Anurida maritima,2015,9,4,34,1.392,39,0,0.01
Anurida maritima,2015,10,5,34,1.044,39,8.333333333333334,8.333333333333334
Anurida maritima,2015,11,4,34,0.696,39,0,0.01
Anurida maritima,2015,12,4,34,0.348,39,0,0.01
Anurida maritima,2016,0,4,35,4.524,39,0,0.01
Anurida maritima,2016,1,4,35,4.176,39,0,0.01
Anurida maritima,2016,2,4,35,3.828,39,2.083333333333333,2.083333333333333
Anurida maritima,2016,3,4,35,3.4799999999999995,39,104.16666666666667,104.16666666666667
Anurida maritima,2016,4,4,35,3.1319999999999997,39,35.41666666666667,35.41666666666667
Anurida maritima,2016,5,4,35,2.784,39,20.833333333333332,20.833333333333332
Anurida maritima,2016,6,4,35,2.436,39,166.66666666666666,166.66666666666666
Anurida maritima,2016,7,4,35,2.088,39,4.166666666666666,4.166666666666666
Anurida maritima,2016,8,4,35,1.7399999999999998,39,43.75000000000001,43.75000000000001
Anurida maritima,2016,9,4,35,1.392,39,16.666666666666664,16.666666666666664
Anurida maritima,2016,10,4,35,1.044,39,0,0.01
Anurida maritima,2016,11,4,35,0.696,39,0,0.01
Anurida maritima,2016,12,3,35,0.348,39,0,0.01
Anurida maritima,2016,13,1,35,0,39,0,0.01
Anurida maritima,2017,0,4,36,4.524,39,0,0.01
Anurida maritima,2017,1,4,36,4.176,39,0,0.01
Anurida maritima,2017,2,4,36,3.828,39,20.833333333333332,20.833333333333332
Anurida maritima,2017,3,4,36,3.4799999999999995,39,43.75000000000001,43.75000000000001
Anurida maritima,2017,4,4,36,3.1319999999999997,39,39.58333333333333,39.58333333333333
Anurida maritima,2017,5,3,36,2.784,39,111.11111111111111,111.11111111111111
Anurida maritima,2017,6,4,36,2.436,39,31.25,31.25
Anurida maritima,2017,7,4,36,2.088,39,333.3333333333333,333.3333333333333
Anurida maritima,2017,8,3,36,1.7399999999999998,39,0,0.01
Anurida maritima,2017,9,4,36,1.392,39,41.666666666666664,41.666666666666664
Anurida maritima,2017,10,3,36,1.044,39,0,0.01
Anurida maritima,2017,11,3,36,0.696,39,0,0.01
Anurida maritima,2017,12,2,36,0.348,39,0,0.01
Anurida maritima,2017,13,2,36,0,39,0,0.01
Anurida maritima,2019,0,6,38,4.524,39,11.11111111111111,11.11111111111111
Anurida maritima,2019,1,6,38,4.176,39,2.7777777777777777,2.7777777777777777
Anurida maritima,2019,2,6,38,3.828,39,2.7777777777777777,2.7777777777777777
Anurida maritima,2019,3,6,38,3.4799999999999995,39,29.166666666666668,29.166666666666668
Anurida maritima,2019,4,6,38,3.1319999999999997,39,36.11111111111111,36.11111111111111
Anurida maritima,2019,5,6,38,2.784,39,27.77777777777778,27.77777777777778
Anurida maritima,2019,6,6,38,2.436,39,90.27777777777779,90.27777777777779
Anurida maritima,2019,7,6,38,2.088,39,238.88888888888891,238.88888888888891
Anurida maritima,2019,8,6,38,1.7399999999999998,39,159.72222222222226,159.72222222222226
Anurida maritima,2019,9,6,38,1.392,39,11.11111111111111,11.11111111111111
Anurida maritima,2019,10,6,38,1.044,39,13.88888888888889,13.88888888888889
Anurida maritima,2019,11,5,38,0.696,39,426.66666666666663,426.66666666666663
Anurida maritima,2019,12,5,38,0.348,39,25,25
Anurida maritima,2019,13,2,38,0,39,0,0.01
Anurida maritima,2019,14,1,38,-0.348,39,0,0.01
Anurida maritima,2020,0,6,39,4.524,39,0,0.01
Anurida maritima,2020,1,6,39,4.176,39,0,0.01
Anurida maritima,2020,2,6,39,3.828,39,0,0.01
Anurida maritima,2020,3,6,39,3.4799999999999995,39,1.3888888888888888,1.3888888888888888
Anurida maritima,2020,4,6,39,3.1319999999999997,39,31.944444444444443,31.944444444444443
Anurida maritima,2020,5,6,39,2.784,39,143.05555555555557,143.05555555555557
Anurida maritima,2020,6,6,39,2.436,39,108.33333333333331,108.33333333333331
Anurida maritima,2020,7,6,39,2.088,39,63.888888888888886,63.888888888888886
Anurida maritima,2020,8,6,39,1.7399999999999998,39,244.44444444444446,244.44444444444446
Anurida maritima,2020,9,6,39,1.392,39,227.08333333333334,227.08333333333334
Anurida maritima,2020,10,5,39,1.044,39,0,0.01
Anurida maritima,2020,11,3,39,0.696,39,0,0.01
Anurida maritima,2020,12,2,39,0.348,39,0,0.01
Anurida maritima,2020,13,2,39,0,39,0,0.01
Anurida maritima,2021,0,6,40,4.524,39,0,0.01
Anurida maritima,2021,1,6,40,4.176,39,22.22222222222222,22.22222222222222
Anurida maritima,2021,2,6,40,3.828,39,0,0.01
Anurida maritima,2021,3,6,40,3.4799999999999995,39,19.444444444444443,19.444444444444443
Anurida maritima,2021,4,6,40,3.1319999999999997,39,50,50
Anurida maritima,2021,5,6,40,2.784,39,26.38888888888889,26.38888888888889
Anurida maritima,2021,6,6,40,2.436,39,12.5,12.5
Anurida maritima,2021,7,6,40,2.088,39,26.38888888888889,26.38888888888889
Anurida maritima,2021,8,6,40,1.7399999999999998,39,6.944444444444445,6.944444444444445
Anurida maritima,2021,9,6,40,1.392,39,16.666666666666664,16.666666666666664
Anurida maritima,2021,10,6,40,1.044,39,0,0.01
Anurida maritima,2021,11,6,40,0.696,39,0,0.01
Anurida maritima,2021,12,5,40,0.348,39,8.333333333333334,8.333333333333334
Anurida maritima,2021,13,4,40,0,39,0,0.01
Anurida maritima,2022,0,4,41,4.524,39,0,0.01
Anurida maritima,2022,1,4,41,4.176,39,0,0.01
Anurida maritima,2022,2,4,41,3.828,39,0,0.01
Anurida maritima,2022,3,4,41,3.4799999999999995,39,0,0.01
Anurida maritima,2022,4,5,41,3.1319999999999997,39,0,0.01
Anurida maritima,2022,5,5,41,2.784,39,0,0.01
Anurida maritima,2022,6,5,41,2.436,39,0,0.01
Anurida maritima,2022,7,5,41,2.088,39,0,0.01
Anurida maritima,2022,8,5,41,1.7399999999999998,39,0,0.01
Anurida maritima,2022,9,5,41,1.392,39,0,0.01
Anurida maritima,2022,10,5,41,1.044,39,0,0.01
Anurida maritima,2022,11,5,41,0.696,39,0,0.01
Anurida maritima,2022,12,5,41,0.348,39,0,0.01
Anurida maritima,2022,13,4,41,0,39,0,0.01
Anurida maritima,2023,0,6,42,4.524,39,48.611111111111114,48.611111111111114
Anurida maritima,2023,1,6,42,4.176,39,15.277777777777779,15.277777777777779
Anurida maritima,2023,2,6,42,3.828,39,13.88888888888889,13.88888888888889
Anurida maritima,2023,3,6,42,3.4799999999999995,39,15.277777777777777,15.277777777777777
Anurida maritima,2023,4,6,42,3.1319999999999997,39,9.722222222222221,9.722222222222221
Anurida maritima,2023,5,6,42,2.784,39,52.77777777777778,52.77777777777778
Anurida maritima,2023,6,6,42,2.436,39,13.88888888888889,13.88888888888889
Anurida maritima,2023,7,6,42,2.088,39,15.277777777777779,15.277777777777779
Anurida maritima,2023,8,6,42,1.7399999999999998,39,5.555555555555555,5.555555555555555
Anurida maritima,2023,9,6,42,1.392,39,0,0.01
Anurida maritima,2023,10,6,42,1.044,39,0,0.01
Anurida maritima,2023,11,5,42,0.696,39,0,0.01
Anurida maritima,2023,12,5,42,0.348,39,0,0.01
Anurida maritima,2023,13,5,42,0,39,0,0.01
Anurida maritima,2023,14,1,42,-0.348,39,0,0.01
Asterias forbesi,1982,7,6,1,2.088,9,4.166666666666666,4.166666666666666
Asterias forbesi,1982,8,6,1,1.7399999999999998,9,0,0.01
Asterias forbesi,1982,9,6,1,1.392,9,0,0.01
Asterias forbesi,1982,10,6,1,1.044,9,0,0.01
Asterias forbesi,1982,11,6,1,0.696,9,0,0.01
Asterias forbesi,1982,12,6,1,0.348,9,4.166666666666666,4.166666666666666
Asterias forbesi,1982,13,6,1,0,9,95.83333333333334,95.83333333333334
Asterias forbesi,1982,14,4,1,-0.348,9,0,0.01
Asterias forbesi,1983,7,6,2,2.088,9,0,0.01
Asterias forbesi,1983,8,6,2,1.7399999999999998,9,0,0.01
Asterias forbesi,1983,9,6,2,1.392,9,0,0.01
Asterias forbesi,1983,10,6,2,1.044,9,0,0.01
Asterias forbesi,1983,11,6,2,0.696,9,0,0.01
Asterias forbesi,1983,12,5,2,0.348,9,0,0.01
Asterias forbesi,1983,13,2,2,0,9,0,0.01
Asterias forbesi,1984,7,5,3,2.088,9,0,0.01
Asterias forbesi,1984,8,5,3,1.7399999999999998,9,0,0.01
Asterias forbesi,1984,9,5,3,1.392,9,0,0.01
Asterias forbesi,1984,10,5,3,1.044,9,0,0.01
Asterias forbesi,1984,11,5,3,0.696,9,0,0.01
Asterias forbesi,1984,12,5,3,0.348,9,0,0.01
Asterias forbesi,1984,13,3,3,0,9,0,0.01
Asterias forbesi,1985,9,6,4,1.392,9,0,0.01
Asterias forbesi,1985,12,4,4,0.348,9,0,0.01
Asterias forbesi,1986,7,5,5,2.088,9,0,0.01
Asterias forbesi,1986,8,5,5,1.7399999999999998,9,0,0.01
Asterias forbesi,1986,9,4,5,1.392,9,0,0.01
Asterias forbesi,1986,10,5,5,1.044,9,0,0.01
Asterias forbesi,1986,11,4,5,0.696,9,0,0.01
Asterias forbesi,1986,12,4,5,0.348,9,0,0.01
Asterias forbesi,1986,13,4,5,0,9,0,0.01
Asterias forbesi,1987,7,5,6,2.088,9,0,0.01
Asterias forbesi,1987,8,5,6,1.7399999999999998,9,0,0.01
Asterias forbesi,1987,9,5,6,1.392,9,0,0.01
Asterias forbesi,1987,10,5,6,1.044,9,0,0.01
Asterias forbesi,1987,11,5,6,0.696,9,0,0.01
Asterias forbesi,1987,12,5,6,0.348,9,0,0.01
Asterias forbesi,1987,13,5,6,0,9,0,0.01
Asterias forbesi,1987,14,1,6,-0.348,9,0,0.01
Asterias forbesi,1988,7,5,7,2.088,9,0,0.01
Asterias forbesi,1988,8,5,7,1.7399999999999998,9,0,0.01
Asterias forbesi,1988,9,5,7,1.392,9,0,0.01
Asterias forbesi,1988,10,5,7,1.044,9,0,0.01
Asterias forbesi,1988,11,5,7,0.696,9,0,0.01
Asterias forbesi,1988,12,5,7,0.348,9,0,0.01
Asterias forbesi,1988,13,4,7,0,9,0,0.01
Asterias forbesi,1988,14,2,7,-0.348,9,0,0.01
Asterias forbesi,1989,7,5,8,2.088,9,0,0.01
Asterias forbesi,1989,8,5,8,1.7399999999999998,9,0,0.01
Asterias forbesi,1989,9,5,8,1.392,9,0,0.01
Asterias forbesi,1989,10,5,8,1.044,9,0,0.01
Asterias forbesi,1989,11,5,8,0.696,9,0,0.01
Asterias forbesi,1989,12,5,8,0.348,9,0,0.01
Asterias forbesi,1989,13,4,8,0,9,0,0.01
Asterias forbesi,1990,7,5,9,2.088,9,0,0.01
Asterias forbesi,1990,8,5,9,1.7399999999999998,9,0,0.01
Asterias forbesi,1990,9,5,9,1.392,9,0,0.01
Asterias forbesi,1990,10,5,9,1.044,9,0,0.01
Asterias forbesi,1990,11,5,9,0.696,9,0,0.01
Asterias forbesi,1990,12,5,9,0.348,9,3.333333333333333,3.333333333333333
Asterias forbesi,1990,13,5,9,0,9,10,10
Asterias forbesi,1991,7,4,10,2.088,9,0,0.01
Asterias forbesi,1991,8,4,10,1.7399999999999998,9,0,0.01
Asterias forbesi,1991,9,4,10,1.392,9,0,0.01
Asterias forbesi,1991,10,4,10,1.044,9,0,0.01
Asterias forbesi,1991,11,4,10,0.696,9,0,0.01
Asterias forbesi,1991,12,4,10,0.348,9,0,0.01
Asterias forbesi,1991,13,4,10,0,9,0,0.01
Asterias forbesi,1991,14,3,10,-0.348,9,0,0.01
Asterias forbesi,1992,7,5,11,2.088,9,0,0.01
Asterias forbesi,1992,8,5,11,1.7399999999999998,9,0,0.01
Asterias forbesi,1992,9,5,11,1.392,9,0,0.01
Asterias forbesi,1992,10,5,11,1.044,9,0,0.01
Asterias forbesi,1992,11,5,11,0.696,9,0,0.01
Asterias forbesi,1992,12,5,11,0.348,9,0,0.01
Asterias forbesi,1992,13,4,11,0,9,2.083333333333333,2.083333333333333
Asterias forbesi,1992,14,1,11,-0.348,9,0,0.01
Asterias forbesi,1993,7,5,12,2.088,9,0,0.01
Asterias forbesi,1993,8,5,12,1.7399999999999998,9,0,0.01
Asterias forbesi,1993,9,5,12,1.392,9,0,0.01
Asterias forbesi,1993,10,5,12,1.044,9,0,0.01
Asterias forbesi,1993,11,5,12,0.696,9,0,0.01
Asterias forbesi,1993,12,5,12,0.348,9,0,0.01
Asterias forbesi,1993,13,2,12,0,9,0,0.01
Asterias forbesi,1993,14,1,12,-0.348,9,0,0.01
Asterias forbesi,1994,7,5,13,2.088,9,0,0.01
Asterias forbesi,1994,8,5,13,1.7399999999999998,9,0,0.01
Asterias forbesi,1994,9,5,13,1.392,9,0,0.01
Asterias forbesi,1994,10,5,13,1.044,9,0,0.01
Asterias forbesi,1994,11,5,13,0.696,9,0,0.01
Asterias forbesi,1994,12,5,13,0.348,9,1.6666666666666665,1.6666666666666665
Asterias forbesi,1994,13,5,13,0,9,6.666666666666666,6.666666666666666
Asterias forbesi,1994,14,4,13,-0.348,9,14.583333333333334,14.583333333333334
Asterias forbesi,1995,7,5,14,2.088,9,0,0.01
Asterias forbesi,1995,8,5,14,1.7399999999999998,9,0,0.01
Asterias forbesi,1995,9,5,14,1.392,9,0,0.01
Asterias forbesi,1995,10,5,14,1.044,9,0,0.01
Asterias forbesi,1995,11,5,14,0.696,9,0,0.01
Asterias forbesi,1995,12,5,14,0.348,9,0,0.01
Asterias forbesi,1995,13,5,14,0,9,0,0.01
Asterias forbesi,1995,14,2,14,-0.348,9,0,0.01
Asterias forbesi,1996,7,3,15,2.088,9,0,0.01
Asterias forbesi,1996,8,3,15,1.7399999999999998,9,0,0.01
Asterias forbesi,1996,9,3,15,1.392,9,0,0.01
Asterias forbesi,1996,10,3,15,1.044,9,0,0.01
Asterias forbesi,1996,11,3,15,0.696,9,0,0.01
Asterias forbesi,1996,12,3,15,0.348,9,0,0.01
Asterias forbesi,1996,13,3,15,0,9,0,0.01
Asterias forbesi,1997,7,2,16,2.088,9,0,0.01
Asterias forbesi,1997,8,2,16,1.7399999999999998,9,0,0.01
Asterias forbesi,1997,9,2,16,1.392,9,0,0.01
Asterias forbesi,1997,10,2,16,1.044,9,0,0.01
Asterias forbesi,1997,11,2,16,0.696,9,0,0.01
Asterias forbesi,1997,12,2,16,0.348,9,0,0.01
Asterias forbesi,1997,13,2,16,0,9,0,0.01
Asterias forbesi,1998,7,5,17,2.088,9,0,0.01
Asterias forbesi,1998,8,5,17,1.7399999999999998,9,0,0.01
Asterias forbesi,1998,9,5,17,1.392,9,0,0.01
Asterias forbesi,1998,10,5,17,1.044,9,0,0.01
Asterias forbesi,1998,11,5,17,0.696,9,0,0.01
Asterias forbesi,1998,12,5,17,0.348,9,1.6666666666666665,1.6666666666666665
Asterias forbesi,1998,13,5,17,0,9,0,0.01
Asterias forbesi,1998,14,4,17,-0.348,9,0,0.01
Asterias forbesi,1999,7,4,18,2.088,9,0,0.01
Asterias forbesi,1999,8,3,18,1.7399999999999998,9,0,0.01
Asterias forbesi,1999,9,2,18,1.392,9,0,0.01
Asterias forbesi,1999,10,2,18,1.044,9,0,0.01
Asterias forbesi,1999,11,2,18,0.696,9,0,0.01
Asterias forbesi,1999,12,2,18,0.348,9,0,0.01
Asterias forbesi,1999,13,2,18,0,9,0,0.01
Asterias forbesi,1999,14,2,18,-0.348,9,0,0.01
Asterias forbesi,2000,7,3,19,2.088,9,0,0.01
Asterias forbesi,2000,8,3,19,1.7399999999999998,9,0,0.01
Asterias forbesi,2000,9,3,19,1.392,9,0,0.01
Asterias forbesi,2000,10,3,19,1.044,9,0,0.01
Asterias forbesi,2000,11,3,19,0.696,9,0,0.01
Asterias forbesi,2000,12,3,19,0.348,9,0,0.01
Asterias forbesi,2000,13,3,19,0,9,2.7777777777777777,2.7777777777777777
Asterias forbesi,2000,14,3,19,-0.348,9,0,0.01
Asterias forbesi,2001,7,3,20,2.088,9,0,0.01
Asterias forbesi,2001,8,3,20,1.7399999999999998,9,0,0.01
Asterias forbesi,2001,9,3,20,1.392,9,0,0.01
Asterias forbesi,2001,10,3,20,1.044,9,0,0.01
Asterias forbesi,2001,11,3,20,0.696,9,0,0.01
Asterias forbesi,2001,12,3,20,0.348,9,0,0.01
Asterias forbesi,2001,13,3,20,0,9,0,0.01
Asterias forbesi,2001,14,2,20,-0.348,9,0,0.01
Asterias forbesi,2002,7,2,21,2.088,9,0,0.01
Asterias forbesi,2002,8,2,21,1.7399999999999998,9,0,0.01
Asterias forbesi,2002,9,2,21,1.392,9,0,0.01
Asterias forbesi,2002,10,2,21,1.044,9,0,0.01
Asterias forbesi,2002,11,2,21,0.696,9,0,0.01
Asterias forbesi,2002,12,2,21,0.348,9,0,0.01
Asterias forbesi,2002,13,2,21,0,9,0,0.01
Asterias forbesi,2002,14,1,21,-0.348,9,0,0.01
Asterias forbesi,2003,7,2,22,2.088,9,0,0.01
Asterias forbesi,2003,8,2,22,1.7399999999999998,9,0,0.01
Asterias forbesi,2003,9,2,22,1.392,9,0,0.01
Asterias forbesi,2003,10,2,22,1.044,9,0,0.01
Asterias forbesi,2003,11,2,22,0.696,9,0,0.01
Asterias forbesi,2003,12,2,22,0.348,9,0,0.01
Asterias forbesi,2003,13,2,22,0,9,4.166666666666666,4.166666666666666
Asterias forbesi,2004,7,3,23,2.088,9,0,0.01
Asterias forbesi,2004,8,3,23,1.7399999999999998,9,0,0.01
Asterias forbesi,2004,9,3,23,1.392,9,0,0.01
Asterias forbesi,2004,10,3,23,1.044,9,0,0.01
Asterias forbesi,2004,11,3,23,0.696,9,0,0.01
Asterias forbesi,2004,12,3,23,0.348,9,0,0.01
Asterias forbesi,2004,13,2,23,0,9,0,0.01
Asterias forbesi,2004,14,2,23,-0.348,9,0,0.01
Asterias forbesi,2005,7,2,24,2.088,9,0,0.01
Asterias forbesi,2005,8,2,24,1.7399999999999998,9,0,0.01
Asterias forbesi,2005,9,2,24,1.392,9,0,0.01
Asterias forbesi,2005,10,2,24,1.044,9,0,0.01
Asterias forbesi,2005,11,2,24,0.696,9,0,0.01
Asterias forbesi,2005,12,2,24,0.348,9,0,0.01
Asterias forbesi,2005,13,2,24,0,9,0,0.01
Asterias forbesi,2006,7,3,25,2.088,9,0,0.01
Asterias forbesi,2006,8,3,25,1.7399999999999998,9,0,0.01
Asterias forbesi,2006,9,3,25,1.392,9,0,0.01
Asterias forbesi,2006,10,3,25,1.044,9,0,0.01
Asterias forbesi,2006,11,3,25,0.696,9,0,0.01
Asterias forbesi,2006,12,3,25,0.348,9,0,0.01
Asterias forbesi,2006,13,2,25,0,9,0,0.01
Asterias forbesi,2009,7,2,28,2.088,9,0,0.01
Asterias forbesi,2009,8,2,28,1.7399999999999998,9,0,0.01
Asterias forbesi,2009,9,2,28,1.392,9,0,0.01
Asterias forbesi,2009,10,2,28,1.044,9,0,0.01
Asterias forbesi,2009,11,2,28,0.696,9,0,0.01
Asterias forbesi,2009,12,2,28,0.348,9,0,0.01
Asterias forbesi,2009,13,1,28,0,9,0,0.01
Asterias forbesi,2010,7,1,29,2.088,9,0,0.01
Asterias forbesi,2010,8,1,29,1.7399999999999998,9,0,0.01
Asterias forbesi,2010,9,1,29,1.392,9,0,0.01
Asterias forbesi,2010,10,1,29,1.044,9,0,0.01
Asterias forbesi,2010,11,1,29,0.696,9,0,0.01
Asterias forbesi,2010,12,1,29,0.348,9,0,0.01
Asterias forbesi,2010,13,1,29,0,9,0,0.01
Asterias forbesi,2010,14,1,29,-0.348,9,0,0.01
Asterias forbesi,2011,7,3,30,2.088,9,0,0.01
Asterias forbesi,2011,8,3,30,1.7399999999999998,9,0,0.01
Asterias forbesi,2011,9,3,30,1.392,9,0,0.01
Asterias forbesi,2011,10,3,30,1.044,9,0,0.01
Asterias forbesi,2011,11,3,30,0.696,9,0,0.01
Asterias forbesi,2011,12,3,30,0.348,9,0,0.01
Asterias forbesi,2012,7,3,31,2.088,9,0,0.01
Asterias forbesi,2012,8,3,31,1.7399999999999998,9,0,0.01
Asterias forbesi,2012,9,3,31,1.392,9,0,0.01
Asterias forbesi,2012,10,3,31,1.044,9,0,0.01
Asterias forbesi,2012,11,3,31,0.696,9,0,0.01
Asterias forbesi,2012,12,3,31,0.348,9,0,0.01
Asterias forbesi,2013,7,2,32,2.088,9,0,0.01
Asterias forbesi,2013,8,2,32,1.7399999999999998,9,0,0.01
Asterias forbesi,2013,9,2,32,1.392,9,0,0.01
Asterias forbesi,2013,10,2,32,1.044,9,0,0.01
Asterias forbesi,2013,11,2,32,0.696,9,0,0.01
Asterias forbesi,2013,12,2,32,0.348,9,0,0.01
Asterias forbesi,2013,13,2,32,0,9,0,0.01
Asterias forbesi,2013,14,1,32,-0.348,9,0,0.01
Asterias forbesi,2014,7,3,33,2.088,9,0,0.01
Asterias forbesi,2014,8,3,33,1.7399999999999998,9,0,0.01
Asterias forbesi,2014,9,3,33,1.392,9,0,0.01
Asterias forbesi,2014,10,3,33,1.044,9,0,0.01
Asterias forbesi,2014,11,3,33,0.696,9,0,0.01
Asterias forbesi,2014,12,3,33,0.348,9,0,0.01
Asterias forbesi,2014,13,2,33,0,9,0,0.01
Asterias forbesi,2014,14,1,33,-0.348,9,0,0.01
Asterias forbesi,2015,7,2,34,2.088,9,0,0.01
Asterias forbesi,2015,8,3,34,1.7399999999999998,9,0,0.01
Asterias forbesi,2015,9,2,34,1.392,9,0,0.01
Asterias forbesi,2015,10,3,34,1.044,9,0,0.01
Asterias forbesi,2015,11,2,34,0.696,9,0,0.01
Asterias forbesi,2015,12,2,34,0.348,9,0,0.01
Asterias forbesi,2016,7,2,35,2.088,9,0,0.01
Asterias forbesi,2016,8,2,35,1.7399999999999998,9,0,0.01
Asterias forbesi,2016,9,2,35,1.392,9,0,0.01
Asterias forbesi,2016,10,2,35,1.044,9,0,0.01
Asterias forbesi,2016,11,2,35,0.696,9,0,0.01
Asterias forbesi,2016,12,2,35,0.348,9,0,0.01
Asterias forbesi,2016,13,1,35,0,9,0,0.01
Asterias forbesi,2017,7,2,36,2.088,9,0,0.01
Asterias forbesi,2017,8,2,36,1.7399999999999998,9,0,0.01
Asterias forbesi,2017,9,2,36,1.392,9,0,0.01
Asterias forbesi,2017,10,2,36,1.044,9,0,0.01
Asterias forbesi,2017,11,2,36,0.696,9,0,0.01
Asterias forbesi,2017,12,2,36,0.348,9,0,0.01
Asterias forbesi,2017,13,2,36,0,9,0,0.01
Asterias forbesi,2019,7,3,38,2.088,9,0,0.01
Asterias forbesi,2019,8,3,38,1.7399999999999998,9,0,0.01
Asterias forbesi,2019,9,3,38,1.392,9,0,0.01
Asterias forbesi,2019,10,3,38,1.044,9,0,0.01
Asterias forbesi,2019,11,3,38,0.696,9,0,0.01
Asterias forbesi,2019,12,3,38,0.348,9,0,0.01
Asterias forbesi,2019,13,1,38,0,9,0,0.01
Asterias forbesi,2019,14,1,38,-0.348,9,0,0.01
Asterias forbesi,2020,7,3,39,2.088,9,0,0.01
Asterias forbesi,2020,8,3,39,1.7399999999999998,9,0,0.01
Asterias forbesi,2020,9,3,39,1.392,9,0,0.01
Asterias forbesi,2020,10,3,39,1.044,9,0,0.01
Asterias forbesi,2020,11,3,39,0.696,9,0,0.01
Asterias forbesi,2020,12,2,39,0.348,9,0,0.01
Asterias forbesi,2020,13,2,39,0,9,0,0.01
Asterias forbesi,2021,7,3,40,2.088,9,0,0.01
Asterias forbesi,2021,8,3,40,1.7399999999999998,9,0,0.01
Asterias forbesi,2021,9,3,40,1.392,9,0,0.01
Asterias forbesi,2021,10,3,40,1.044,9,0,0.01
Asterias forbesi,2021,11,3,40,0.696,9,0,0.01
Asterias forbesi,2021,12,3,40,0.348,9,0,0.01
Asterias forbesi,2021,13,3,40,0,9,0,0.01
Asterias forbesi,2022,7,2,41,2.088,9,0,0.01
Asterias forbesi,2022,8,2,41,1.7399999999999998,9,0,0.01
Asterias forbesi,2022,9,2,41,1.392,9,0,0.01
Asterias forbesi,2022,10,2,41,1.044,9,0,0.01
Asterias forbesi,2022,11,2,41,0.696,9,0,0.01
Asterias forbesi,2022,12,2,41,0.348,9,0,0.01
Asterias forbesi,2022,13,2,41,0,9,0,0.01
Asterias forbesi,2023,7,3,42,2.088,9,0,0.01
Asterias forbesi,2023,8,3,42,1.7399999999999998,9,0,0.01
Asterias forbesi,2023,9,3,42,1.392,9,0,0.01
Asterias forbesi,2023,10,3,42,1.044,9,0,0.01
Asterias forbesi,2023,11,3,42,0.696,9,0,0.01
Asterias forbesi,2023,12,3,42,0.348,9,0,0.01
Asterias forbesi,2023,13,3,42,0,9,0,0.01
Asterias forbesi,2023,14,1,42,-0.348,9,0,0.01
Asterias rubens,1982,9,12,1,1.392,21,0,0.01
Asterias rubens,1982,10,12,1,1.044,21,4.166666666666666,4.166666666666666
Asterias rubens,1982,11,12,1,0.696,21,0,0.01
Asterias rubens,1982,12,12,1,0.348,21,47.91666666666667,47.91666666666667
Asterias rubens,1982,13,12,1,0,21,31.25,31.25
Asterias rubens,1982,14,7,1,-0.348,21,42.857142857142854,42.857142857142854
Asterias rubens,1983,9,12,2,1.392,21,0,0.01
Asterias rubens,1983,10,13,2,1.044,21,0,0.01
Asterias rubens,1983,11,13,2,0.696,21,9.615384615384617,9.615384615384617
Asterias rubens,1983,12,12,2,0.348,21,6.25,6.25
Asterias rubens,1983,13,3,2,0,21,8.333333333333332,8.333333333333332
Asterias rubens,1984,9,10,3,1.392,21,0,0.01
Asterias rubens,1984,10,10,3,1.044,21,0,0.01
Asterias rubens,1984,11,10,3,0.696,21,2.5,2.5
Asterias rubens,1984,12,10,3,0.348,21,0,0.01
Asterias rubens,1984,13,6,3,0,21,0,0.01
Asterias rubens,1985,9,10,4,1.392,21,0.8333333333333333,0.8333333333333333
Asterias rubens,1985,10,2,4,1.044,21,0,0.01
Asterias rubens,1985,11,1,4,0.696,21,0,0.01
Asterias rubens,1985,12,9,4,0.348,21,3.7037037037037037,3.7037037037037037
Asterias rubens,1985,13,1,4,0,21,0,0.01
Asterias rubens,1986,9,9,5,1.392,21,0,0.01
Asterias rubens,1986,10,11,5,1.044,21,0,0.01
Asterias rubens,1986,11,9,5,0.696,21,0,0.01
Asterias rubens,1986,12,9,5,0.348,21,0,0.01
Asterias rubens,1986,13,6,5,0,21,0,0.01
Asterias rubens,1987,9,11,6,1.392,21,0,0.01
Asterias rubens,1987,10,11,6,1.044,21,0,0.01
Asterias rubens,1987,11,11,6,0.696,21,0,0.01
Asterias rubens,1987,12,11,6,0.348,21,0,0.01
Asterias rubens,1987,13,10,6,0,21,0,0.01
Asterias rubens,1987,14,6,6,-0.348,21,0,0.01
Asterias rubens,1988,9,12,7,1.392,21,0,0.01
Asterias rubens,1988,10,12,7,1.044,21,0,0.01
Asterias rubens,1988,11,12,7,0.696,21,0,0.01
Asterias rubens,1988,12,12,7,0.348,21,2.083333333333333,2.083333333333333
