year,transect,level,replicate,both_taken
1988,7,4,1,both
1988,7,5,1,both
1988,7,6,1,both
1988,7,6,2,both
1988,7,6,3,both
1988,7,7,1,both
1988,7,8,1,both
1988,7,9,1,both
1988,7,9,2,both
1988,7,9,3,both
1988,7,10,1,both
1988,7,11,1,both
1988,7,12,1,both
1988,7,12,2,both
1988,7,12,3,both
1988,7,13,1,both
1988,7,14,1,both
1988,13,0,1,both
1988,13,1,1,both
1988,13,2,1,both
1988,13,3,1,both
1988,13,4,1,both
1988,13,5,1,both
1988,13,6,1,both
1988,13,6,2,both
1988,13,6,3,both
1988,13,7,1,both
1988,13,8,1,both
1988,13,9,1,both
1988,13,9,2,both
1988,13,9,3,both
1988,13,10,1,both
1988,13,11,1,both
1988,13,12,1,both
1988,13,12,2,both
1988,13,12,3,both
1988,15,1,1,both
1988,15,2,1,both
1988,15,3,1,both
1988,15,4,1,both
1988,15,5,1,both
1988,15,6,1,both
1988,15,6,2,both
1988,15,6,3,both
1988,15,7,1,both
1988,15,8,1,both
1988,15,9,1,both
1988,15,9,2,both
1988,15,9,3,both
1988,15,10,1,both
1988,15,11,1,both
1988,15,12,1,both
1988,20,0,1,both
1988,20,1,1,both
1988,20,2,1,both
1988,20,2,2,both
1988,20,3,1,both
1988,20,4,1,both
1988,20,5,1,both
1988,20,6,1,both
1988,20,6,2,both
1988,20,6,3,both
1988,20,7,1,both
1988,20,8,1,both
1988,20,9,1,both
1988,20,9,2,both
1988,20,9,3,both
1988,20,10,1,both
1988,20,11,1,both
1988,20,12,1,both
1988,20,12,2,both
1988,20,12,3,both
1988,22,0,1,both
1988,22,1,1,both
1988,22,1,2,both
1988,22,2,1,both
1988,22,2,2,both
1988,22,3,1,both
1988,22,3,2,both
1988,22,4,1,both
1988,22,4,2,both
1988,22,5,1,both
1988,22,5,2,both
1988,22,6,1,both
1988,22,6,2,both
1988,22,6,3,both
1988,22,6,4,both
1988,22,7,1,both
1988,22,7,2,both
1988,22,8,1,both
1988,22,8,2,both
1988,22,9,1,both
1988,22,9,2,both
1988,22,9,3,both
1988,22,10,1,both
1988,22,11,1,both
1988,22,12,1,both
1988,22,12,2,both
1988,22,12,3,both
1988,22,13,1,both
1988,23,0,1,both
1988,23,1,1,both
1988,23,2,1,both
1988,23,3,1,both
1988,23,4,1,both
1988,23,5,1,both
1988,23,6,1,both
1988,23,6,2,both
1988,23,6,3,both
1988,23,7,1,both
1988,23,8,1,both
1988,23,9,1,both
1988,23,9,2,both
1988,23,9,3,both
1988,23,10,1,both
1988,23,11,1,both
1988,23,12,1,both
1988,23,12,2,both
1988,23,12,3,both
1988,24,0,1,both
1988,24,1,1,both
1988,24,2,1,both
1988,24,3,1,both
1988,24,4,1,both
1988,24,5,1,both
1988,24,6,1,both
1988,24,6,2,both
1988,24,6,3,both
1988,24,7,1,both
1988,24,8,1,both
1988,24,9,1,both
1988,24,9,2,both
1988,24,9,3,both
1988,24,10,1,both
1988,24,11,1,both
1988,24,12,1,both
1988,24,12,2,both
1988,26,0,1,both
1988,26,1,1,both
1988,26,2,1,both
1988,26,3,1,both
1988,26,4,1,both
1988,26,5,1,both
1988,26,6,1,both
1988,26,6,2,both
1988,26,6,3,both
1988,26,7,1,both
1988,26,8,1,both
1988,26,9,1,both
1988,26,9,2,both
1988,26,9,3,both
1988,26,10,1,both
1988,26,11,1,both
1988,26,12,1,both
1988,26,12,2,both
1988,26,12,3,both
1988,26,13,1,both
1988,28,0,1,both
1988,28,1,1,both
1988,28,2,1,both
1988,28,3,1,both
1988,28,4,1,both
1988,28,5,1,both
1988,28,6,1,both
1988,28,6,2,both
1988,28,6,3,both
1988,28,7,1,both
1988,28,8,1,both
1988,28,9,1,both
1988,28,9,2,both
1988,28,9,3,both
1988,28,10,1,both
1988,28,11,1,both
1988,28,12,1,both
1988,28,12,2,both
1988,28,12,3,both
1988,28,13,1,both
1989,1,0,1,both
1989,1,1,1,both
1989,1,2,1,both
1989,1,3,1,both
1989,1,4,1,both
1989,1,5,1,both
1989,1,6,1,both
1989,1,6,2,both
1989,1,6,3,both
1989,1,7,1,both
1989,1,8,1,both
1989,1,9,1,both
1989,1,9,2,both
1989,1,9,3,both
1989,1,10,1,both
1989,1,11,1,both
1989,1,12,1,both
1989,1,12,2,both
1989,1,12,3,both
1989,1,13,1,both
1989,2,3,1,both
1989,2,4,1,both
1989,2,5,1,both
1989,2,6,1,both
1989,2,6,2,both
1989,2,6,3,both
1989,2,7,1,both
1989,2,8,1,both
1989,2,9,1,both
1989,2,9,2,both
1989,2,9,3,both
1989,2,10,1,both
1989,2,11,1,both
1989,2,12,1,both
1989,2,12,2,both
1989,2,12,3,both
1989,2,13,1,both
1989,5,4,1,both
1989,5,5,1,both
1989,5,6,1,both
1989,5,6,2,both
1989,5,6,3,both
1989,5,7,1,both
1989,5,8,1,both
1989,5,9,1,both
1989,5,9,2,both
1989,5,9,3,both
1989,5,10,1,both
1989,5,11,1,both
1989,5,12,1,both
1989,5,12,2,both
1989,5,12,3,both
1989,5,13,1,both
1989,7,0,1,both
1989,7,1,1,both
1989,7,2,1,both
1989,7,3,1,both
1989,7,4,1,both
1989,7,5,1,both
1989,7,6,1,both
1989,7,6,2,both
1989,7,6,3,both
1989,7,7,1,both
1989,7,8,1,both
1989,7,9,1,both
1989,7,9,2,both
1989,7,9,3,both
1989,7,10,1,both
1989,7,11,1,both
1989,7,12,1,both
1989,7,12,2,both
1989,7,12,3,both
1989,13,1,1,both
1989,13,2,1,both
1989,13,3,1,both
1989,13,4,1,both
1989,13,5,1,both
1989,13,6,1,both
1989,13,6,2,both
1989,13,6,3,both
1989,13,7,1,both
1989,13,8,1,both
1989,13,9,1,both
1989,13,9,2,both
1989,13,9,3,both
1989,13,10,1,both
1989,13,11,1,both
1989,13,12,1,both
1989,13,12,2,both
1989,13,12,3,both
1989,13,13,1,both
1989,15,0,1,both
1989,15,1,1,both
1989,15,2,1,both
1989,15,3,1,both
1989,15,4,1,both
1989,15,6,1,both
1989,15,6,2,both
1989,15,6,3,both
1989,15,7,1,both
1989,15,8,1,both
1989,15,9,1,both
1989,15,9,2,both
1989,15,9,3,both
1989,15,10,1,both
1989,15,11,1,both
1989,15,12,1,both
1989,15,12,2,both
1989,15,12,3,both
1989,15,15,1,both
1989,20,1,1,both
1989,20,2,1,both
1989,20,3,1,both
1989,20,4,1,both
1989,20,5,1,both
1989,20,6,1,both
1989,20,6,2,both
1989,20,6,3,both
1989,20,7,1,both
1989,20,8,1,both
1989,20,9,1,both
1989,20,9,2,both
1989,20,9,3,both
1989,20,10,1,both
1989,20,11,1,both
1989,20,11,2,both
1989,20,11,3,both
1989,22,1,1,both
1989,22,2,1,both
1989,22,3,1,both
1989,22,4,1,both
1989,22,5,1,both
1989,22,6,1,both
1989,22,7,1,both
1989,22,7,2,both
1989,22,7,3,both
1989,22,8,1,both
1989,22,9,1,both
1989,22,10,1,both
1989,22,10,2,both
1989,22,10,3,both
1989,22,11,1,both
1989,22,12,1,both
1989,22,13,1,both
1989,22,13,2,both
1989,22,13,3,both
1989,22,14,1,both
1989,23,0,1,both
1989,23,1,1,both
1989,23,2,1,both
1989,23,3,1,both
1989,23,4,1,both
1989,23,5,1,both
1989,23,6,1,both
1989,23,6,2,both
1989,23,6,3,both
1989,23,7,1,both
1989,23,8,1,both
1989,23,9,1,both
1989,23,9,2,both
1989,23,9,3,both
1989,23,10,1,both
1989,23,11,1,both
1989,23,12,1,both
1989,23,12,2,both
1989,23,12,3,both
1989,24,0,1,both
1989,24,1,1,both
1989,24,2,1,both
1989,24,3,1,both
1989,24,4,1,both
1989,24,5,1,both
1989,24,6,1,both
1989,24,6,2,both
1989,24,6,3,both
1989,24,7,1,both
1989,24,8,1,both
1989,24,9,1,both
1989,24,9,2,both
1989,24,9,3,both
1989,24,10,1,both
1989,24,11,1,both
1989,24,12,1,both
1989,24,12,2,both
1989,24,12,3,both
1989,24,13,1,both
1989,26,0,1,both
1989,26,1,1,both
1989,26,2,1,both
1989,26,3,1,both
1989,26,4,1,both
1989,26,5,1,both
1989,26,6,1,both
1989,26,6,2,both
1989,26,6,3,both
1989,26,7,1,both
1989,26,8,1,both
1989,26,9,1,both
1989,26,9,2,both
1989,26,9,3,both
1989,26,10,1,both
1989,26,11,1,both
1989,26,12,1,both
1989,26,12,2,both
1989,26,12,3,both
1989,26,13,1,both
1989,28,0,1,both
1989,28,1,1,both
1989,28,2,1,both
1989,28,3,1,both
1989,28,4,1,both
1989,28,5,1,both
1989,28,6,1,both
1989,28,6,2,both
1989,28,6,3,both
1989,28,7,1,both
1989,28,7,2,both
1989,28,7,3,both
1989,28,8,1,both
1989,28,9,1,both
1989,28,9,2,both
1989,28,9,3,both
1989,28,10,1,both
1989,28,11,1,both
1989,28,12,1,both
1989,28,12,2,both
1989,28,12,3,both
1989,28,13,1,both
1990,1,0,1,both
1990,1,1,1,both
1990,1,2,1,both
1990,1,3,1,both
1990,1,4,1,both
1990,1,4,2,both
1990,1,4,3,both
1990,1,5,1,both
1990,1,6,1,both
1990,1,6,2,both
1990,1,6,3,both
1990,1,7,1,both
1990,1,8,1,both
1990,1,8,2,both
1990,1,8,3,both
1990,1,9,1,both
1990,1,9,2,both
1990,1,9,3,both
1990,1,10,1,both
1990,1,11,1,both
1990,1,12,1,both
1990,1,12,2,both
1990,1,12,3,both
1990,1,13,1,both
1990,1,13,2,both
1990,1,13,3,both
1990,2,0,1,both
1990,2,1,1,both
1990,2,2,1,both
1990,2,3,1,both
1990,2,4,1,both
1990,2,5,1,both
1990,2,6,1,both
1990,2,6,2,both
1990,2,6,3,both
1990,2,7,1,both
1990,2,8,1,both
1990,2,9,1,both
1990,2,9,2,both
1990,2,9,3,both
1990,2,10,1,both
1990,2,11,1,both
1990,2,12,1,both
1990,2,12,2,both
1990,2,12,3,both
1990,2,13,1,both
1990,5,4,1,both
1990,5,5,1,both
1990,5,6,1,both
1990,5,6,2,both
1990,5,6,3,both
1990,5,7,1,both
1990,5,8,1,both
1990,5,9,1,both
1990,5,9,2,both
1990,5,9,3,both
1990,5,10,1,both
1990,5,11,1,both
1990,5,12,1,both
1990,5,12,2,both
1990,5,12,3,both
1990,5,13,1,both
1990,7,0,1,both
1990,7,0,2,both
1990,7,0,3,both
1990,7,1,1,both
1990,7,1,2,both
1990,7,1,3,both
1990,7,2,1,both
1990,7,2,2,both
1990,7,2,3,both
1990,7,3,1,both
1990,7,3,2,both
1990,7,3,3,both
1990,7,4,1,both
1990,7,5,1,both
1990,7,6,1,both
1990,7,6,2,both
1990,7,6,3,both
1990,7,7,1,both
1990,7,8,1,both
1990,7,9,1,both
1990,7,9,2,both
1990,7,9,3,both
1990,7,10,1,both
1990,7,11,1,both
1990,7,12,1,both
1990,7,12,2,both
1990,7,12,3,both
1990,7,13,1,both
1990,13,0,1,both
1990,13,1,1,both
1990,13,2,1,both
1990,13,3,1,both
1990,13,4,1,both
1990,13,5,1,both
1990,13,6,1,both
1990,13,6,2,both
1990,13,6,3,both
1990,13,7,1,both
1990,13,8,1,both
1990,13,9,1,both
1990,13,9,2,both
1990,13,9,3,both
1990,13,10,1,both
1990,13,10,2,both
1990,13,10,3,both
1990,13,11,1,both
1990,13,12,1,both
1990,15,-1,1,both
1990,15,0,1,both
1990,15,1,1,both
1990,15,2,1,both
1990,15,3,1,both
1990,15,4,1,both
1990,15,6,1,both
1990,15,6,2,both
1990,15,6,3,both
1990,15,7,1,both
1990,15,8,1,both
1990,15,9,1,both
1990,15,9,2,both
1990,15,9,3,both
1990,15,10,1,both
1990,15,11,1,both
1990,15,12,1,both
1990,15,12,2,both
1990,15,12,3,both
1990,15,13,1,both
1990,15,15,1,both
1990,19,-1,1,both
1990,19,0,1,both
1990,19,1,1,both
1990,19,2,1,both
1990,19,3,1,both
1990,19,4,1,both
1990,19,5,1,both
1990,19,6,1,both
1990,19,6,2,both
1990,19,6,3,both
1990,19,7,1,both
1990,19,8,1,both
1990,19,9,1,both
1990,19,9,2,both
1990,19,9,3,both
1990,19,10,1,both
1990,19,11,1,both
1990,19,11,2,both
1990,19,11,3,both
1990,19,12,1,both
1990,19,13,1,both
1990,20,1,1,both
1990,20,2,1,both
1990,20,3,1,both
1990,20,4,1,both
1990,20,5,1,both
1990,20,6,1,both
1990,20,6,2,both
1990,20,6,3,both
1990,20,7,1,both
1990,20,8,1,both
1990,20,9,1,both
1990,20,9,2,both
1990,20,9,3,both
1990,20,10,1,both
1990,20,11,1,both
1990,20,11,2,both
1990,20,11,3,both
1990,20,12,1,both
1990,20,13,1,both
1990,22,0,1,both
1990,22,1,1,both
1990,22,2,1,both
1990,22,3,1,both
1990,22,4,1,both
1990,22,5,1,both
1990,22,6,1,both
1990,22,6,2,both
1990,22,6,3,both
1990,22,7,1,both
1990,22,8,1,both
1990,22,9,1,both
1990,22,9,2,both
1990,22,10,1,both
1990,22,11,1,both
1990,22,12,1,both
1990,22,12,2,both
1990,22,12,3,both
1990,22,13,1,both
1990,24,3,1,both
1990,24,4,1,both
1990,24,5,1,both
1990,24,6,1,both
1990,24,6,2,both
1990,24,6,3,both
1990,24,7,1,both
1990,24,7,2,both
1990,24,8,1,both
1990,24,9,1,both
1990,24,9,2,both
1990,24,9,3,both
1990,24,10,1,both
1990,24,11,1,both
1990,24,12,1,both
1990,24,12,2,both
1990,24,12,3,both
1990,24,13,1,both
1990,26,0,1,both
1990,26,1,1,both
1990,26,2,1,both
1990,26,3,1,both
1990,26,4,1,both
1990,26,5,1,both
1990,26,6,1,both
1990,26,6,2,both
1990,26,6,3,both
1990,26,7,1,both
1990,26,8,1,both
1990,26,9,1,both
1990,26,9,2,both
1990,26,9,3,both
1990,26,10,1,both
1990,26,11,1,both
1990,26,12,1,both
1990,26,12,2,both
1990,26,12,3,both
1990,26,13,1,both
1990,26,13,2,both
1990,28,0,1,both
1990,28,1,1,both
1990,28,2,1,both
1990,28,3,1,both
1990,28,4,1,both
1990,28,5,1,both
1990,28,6,1,both
1990,28,6,2,both
1990,28,6,3,both
1990,28,7,1,both
1990,28,8,1,both
1990,28,9,1,both
1990,28,9,2,both
1990,28,9,3,both
1990,28,10,1,both
1990,28,11,1,both
1990,28,12,1,both
1990,28,12,2,both
1990,28,12,3,both
1990,28,13,1,both
1991,2,1,1,both
1991,2,1,2,both
1991,2,2,1,both
1991,2,2,2,both
1991,2,2,3,both
1991,2,3,1,both
1991,2,3,2,both
1991,2,4,1,both
1991,2,4,2,both
1991,2,4,3,both
1991,2,5,1,both
1991,2,5,2,both
1991,2,6,1,both
1991,2,6,2,both
1991,2,6,3,both
1991,2,7,1,both
1991,2,7,2,both
1991,2,8,1,both
1991,2,8,2,both
1991,2,8,3,both
1991,2,9,1,both
1991,2,9,2,both
1991,2,10,1,both
1991,2,10,2,both
1991,2,10,3,both
1991,2,11,1,both
1991,2,11,2,both
1991,2,12,1,both
1991,2,12,2,both
1991,2,12,3,both
1991,2,13,1,both
1991,2,13,2,both
1991,5,3,1,both
1991,5,4,1,both
1991,5,4,2,both
1991,5,4,3,both
1991,5,5,1,both
1991,5,6,1,both
1991,5,6,2,both
1991,5,6,3,both
1991,5,7,1,both
1991,5,8,1,both
1991,5,8,2,both
1991,5,8,3,both
1991,5,9,1,both
1991,5,10,1,both
1991,5,10,2,both
1991,5,10,3,both
1991,5,11,1,both
1991,5,12,1,both
1991,5,12,2,both
1991,5,12,3,both
1991,5,13,1,both
1991,5,13,2,both
1991,5,13,3,both
1991,5,14,1,both
1991,5,14,2,both
1991,5,14,3,both
1991,13,0,1,both
1991,13,0,2,both
1991,13,0,3,both
1991,13,1,1,both
1991,13,2,1,both
1991,13,2,2,both
1991,13,2,3,both
1991,13,3,1,both
1991,13,4,1,both
1991,13,4,2,both
1991,13,4,3,both
1991,13,5,1,both
1991,13,6,1,both
1991,13,6,2,both
1991,13,6,3,both
1991,13,7,1,both
1991,13,8,1,both
1991,13,8,2,both
1991,13,8,3,both
1991,13,9,1,both
1991,13,10,1,both
1991,13,10,2,both
1991,13,10,3,both
1991,13,11,1,both
1991,13,12,1,both
1991,13,12,2,both
1991,13,12,3,both
1991,13,13,1,both
1991,13,14,1,both
1991,13,14,2,both
1991,15,0,1,both
1991,15,1,1,both
1991,15,1,2,both
1991,15,1,3,both
1991,15,2,1,both
1991,15,3,1,both
1991,15,3,2,both
1991,15,3,3,both
1991,15,4,1,both
1991,15,6,1,both
1991,15,7,1,both
1991,15,7,2,both
1991,15,7,3,both
1991,15,8,1,both
1991,15,9,1,both
1991,15,9,2,both
1991,15,9,3,both
1991,15,10,1,both
1991,15,11,1,both
1991,15,11,2,both
1991,15,11,3,both
1991,15,12,1,both
1991,15,13,1,both
1991,15,13,2,both
1991,15,13,3,both
1991,15,14,1,both
1991,20,0,2,both
1991,20,0,3,both
1991,20,1,1,both
1991,20,2,1,both
1991,20,2,2,both
1991,20,2,3,both
1991,20,3,1,both
1991,20,4,1,both
1991,20,4,2,both
1991,20,4,3,both
1991,20,5,1,both
1991,20,6,1,both
1991,20,6,2,both
1991,20,6,3,both
1991,20,7,1,both
1991,20,8,1,both
1991,20,8,2,both
1991,20,8,3,both
1991,20,9,1,both
1991,20,10,1,both
1991,20,10,2,both
1991,20,10,3,both
1991,20,11,1,both
1991,20,12,1,both
1991,20,12,2,both
1991,20,12,3,both
1991,20,13,1,both
1991,22,0,1,both
1991,22,0,2,both
1991,22,0,3,both
1991,22,1,1,both
1991,22,2,1,both
1991,22,2,2,both
1991,22,2,3,both
1991,22,3,1,both
1991,22,4,1,both
1991,22,4,2,both
1991,22,4,3,both
1991,22,5,1,both
1991,22,6,1,both
1991,22,6,2,both
1991,22,6,3,both
1991,22,7,1,both
1991,22,8,1,both
1991,22,8,2,both
1991,22,8,3,both
1991,22,9,1,both
1991,22,10,1,both
1991,22,10,2,both
1991,22,10,3,both
1991,22,11,1,both
1991,22,12,1,both
1991,22,12,2,both
1991,22,12,3,both
1991,22,13,1,both
1991,24,0,1,both
1991,24,2,1,both
1991,24,2,3,both
1991,24,3,1,both
1991,24,4,1,both
1991,24,4,2,both
1991,24,4,3,both
1991,24,5,1,both
1991,24,6,1,both
1991,24,6,2,both
1991,24,6,3,both
1991,24,7,1,both
1991,24,8,1,both
1991,24,8,2,both
1991,24,8,3,both
1991,24,9,1,both
1991,24,10,1,both
1991,24,10,2,both
1991,24,10,3,both
1991,24,11,1,both
1991,24,12,1,both
1991,24,12,2,both
1991,24,12,3,both
1991,24,13,1,both
1991,24,14,1,both
1991,24,14,2,both
1991,24,14,3,both
1991,26,0,1,both
1991,26,0,2,both
1991,26,0,3,both
1991,26,1,1,both
1991,26,2,1,both
1991,26,2,2,both
1991,26,2,3,both
1991,26,3,1,both
1991,26,4,1,both
1991,26,4,2,both
1991,26,4,3,both
1991,26,5,1,both
1991,26,6,1,both
1991,26,6,2,both
1991,26,6,3,both
1991,26,7,1,both
1991,26,8,1,both
1991,26,8,2,both
1991,26,8,3,both
1991,26,9,1,both
1991,26,10,1,both
1991,26,10,2,both
1991,26,10,3,both
1991,26,11,1,both
1991,26,12,1,both
1991,26,12,2,both
1991,26,12,3,both
1991,26,13,1,both
1991,26,14,1,both
1991,26,14,2,both
1991,26,14,3,both
1991,26,15,1,both
1991,28,0,1,both
1991,28,0,2,both
1991,28,0,3,both
1991,28,1,1,both
1991,28,2,1,both
1991,28,2,2,both
1991,28,2,3,both
1991,28,3,1,both
1991,28,4,1,both
1991,28,4,2,both
1991,28,4,3,both
1991,28,5,1,both
1991,28,6,1,both
1991,28,6,2,both
1991,28,6,3,both
1991,28,7,1,both
1991,28,8,1,both
1991,28,8,2,both
1991,28,8,3,both
1991,28,9,1,both
1991,28,10,1,both
1991,28,10,2,both
1991,28,10,3,both
1991,28,11,1,both
1991,28,12,1,both
1991,28,12,2,both
1991,28,12,3,both
1991,28,13,1,both
1992,1,0,1,both
1992,1,0,2,both
1992,1,0,3,both
1992,1,1,1,both
1992,1,1,2,both
1992,1,1,3,both
1992,1,2,1,both
1992,1,2,2,both
1992,1,2,3,both
1992,1,3,1,both
1992,1,3,2,both
1992,1,3,3,both
1992,1,4,1,both
1992,1,4,2,both
1992,1,4,3,both
1992,1,5,1,both
1992,1,5,2,both
1992,1,5,3,both
1992,1,6,1,both
1992,1,6,2,both
1992,1,6,3,both
1992,1,7,1,both
1992,1,7,2,both
1992,1,7,3,both
1992,1,8,1,both
1992,1,8,2,both
1992,1,8,3,both
1992,1,9,1,both
1992,1,9,2,both
1992,1,9,3,both
1992,1,10,1,both
1992,1,10,2,both
1992,1,10,3,both
1992,1,11,1,both
1992,1,11,2,both
1992,1,11,3,both
1992,1,12,1,both
1992,1,12,2,both
1992,1,12,3,both
1992,1,13,1,both
1992,1,13,2,both
1992,1,13,3,both
1992,2,2,1,both
1992,2,2,2,both
1992,2,2,3,both
1992,2,3,1,both
1992,2,3,2,both
1992,2,3,3,both
1992,2,4,1,both
1992,2,4,2,both
1992,2,4,3,both
1992,2,5,1,both
1992,2,5,2,both
1992,2,5,3,both
1992,2,6,1,both
1992,2,6,2,both
1992,2,6,3,both
1992,2,7,1,both
1992,2,7,2,both
1992,2,7,3,both
1992,2,8,1,both
1992,2,8,2,both
1992,2,8,3,both
1992,2,9,1,both
1992,2,9,2,both
1992,2,9,3,both
1992,2,10,1,both
1992,2,10,2,both
1992,2,10,3,both
1992,2,11,1,both
1992,2,11,2,both
1992,2,11,3,both
1992,2,12,1,both
1992,2,12,2,both
1992,2,12,3,both
1992,5,4,1,both
1992,5,4,2,both
1992,5,4,3,both
1992,5,5,1,both
1992,5,5,2,both
1992,5,5,3,both
1992,5,6,1,both
1992,5,6,2,both
1992,5,6,3,both
1992,5,7,1,both
1992,5,7,2,both
1992,5,7,3,both
1992,5,8,1,both
1992,5,8,2,both
1992,5,8,3,both
1992,5,9,1,both
1992,5,9,2,both
1992,5,9,3,both
1992,5,10,1,both
1992,5,10,2,both
1992,5,10,3,both
1992,5,11,1,both
1992,5,11,2,both
1992,5,11,3,both
1992,5,12,1,both
1992,5,12,2,both
1992,5,12,3,both
1992,5,13,1,both
1992,5,13,2,both
1992,5,13,3,both
1992,7,0,1,both
1992,7,0,2,both
1992,7,0,3,both
1992,7,1,1,both
1992,7,1,2,both
1992,7,1,3,both
1992,7,2,1,both
1992,7,2,2,both
1992,7,2,3,both
1992,7,3,1,both
1992,7,3,2,both
1992,7,3,3,both
1992,7,4,1,both
1992,7,4,2,both
1992,7,4,3,both
1992,7,5,1,both
1992,7,5,2,both
1992,7,5,3,both
1992,7,6,1,both
1992,7,6,2,both
1992,7,6,3,both
1992,7,7,1,both
1992,7,7,2,both
1992,7,7,3,both
1992,7,8,1,both
1992,7,8,2,both
1992,7,8,3,both
1992,7,9,1,both
1992,7,9,2,both
1992,7,9,3,both
1992,7,10,1,both
1992,7,10,2,both
1992,7,10,3,both
1992,7,11,1,both
1992,7,11,2,both
1992,7,11,3,both
1992,7,12,1,both
1992,7,12,2,both
1992,7,12,3,both
1992,7,13,1,both
1992,7,13,2,both
1992,7,13,3,both
1992,7,14,1,both
1992,7,14,2,both
1992,8,0,1,both
1992,8,0,2,both
1992,8,0,3,both
1992,8,1,1,both
1992,8,1,2,both
1992,8,1,3,both
1992,8,2,1,both
1992,8,2,2,both
1992,8,2,3,both
1992,8,3,1,both
1992,8,3,2,both
1992,8,3,3,both
1992,8,4,1,both
1992,8,4,2,both
1992,8,4,3,both
1992,8,5,1,both
1992,8,5,2,both
1992,8,5,3,both
1992,8,6,1,both
1992,8,6,2,both
1992,8,6,3,both
1992,8,7,1,both
1992,8,7,2,both
1992,8,7,3,both
1992,8,8,1,both
1992,8,8,2,both
1992,8,8,3,both
1992,8,9,1,both
1992,8,9,2,both
1992,8,9,3,both
1992,8,10,1,both
1992,8,10,2,both
1992,8,10,3,both
1992,8,11,1,both
1992,8,11,2,both
1992,8,11,3,both
1992,8,12,1,both
1992,8,12,2,both
1992,8,12,3,both
1992,13,0,1,both
1992,13,0,2,both
1992,13,0,3,both
1992,13,1,1,both
1992,13,1,2,both
1992,13,1,3,both
1992,13,2,1,both
1992,13,2,2,both
1992,13,2,3,both
1992,13,3,1,both
1992,13,3,2,both
1992,13,3,3,both
1992,13,4,1,both
1992,13,4,2,both
1992,13,4,3,both
1992,13,5,1,both
1992,13,5,2,both
1992,13,5,3,both
1992,13,6,1,both
1992,13,6,2,both
1992,13,6,3,both
1992,13,7,1,both
1992,13,7,2,both
1992,13,7,3,both
1992,13,8,1,both
1992,13,8,2,both
1992,13,8,3,both
1992,13,9,1,both
1992,13,9,2,both
1992,13,9,3,both
1992,13,10,1,both
1992,13,10,2,both
1992,13,10,3,both
1992,13,12,1,both
1992,13,12,2,both
1992,13,12,3,both
1992,14,0,1,both
1992,14,0,2,both
1992,14,0,3,both
1992,14,1,1,both
1992,14,1,2,both
1992,14,1,3,both
1992,14,2,1,both
1992,14,2,2,both
1992,14,2,3,both
1992,14,3,1,both
1992,14,3,2,both
1992,14,3,3,both
1992,14,4,1,both
1992,14,4,2,both
1992,14,4,3,both
1992,14,5,1,both
1992,14,5,2,both
1992,14,5,3,both
1992,14,6,1,both
1992,14,6,2,both
1992,14,6,3,both
1992,14,7,1,both
1992,14,7,2,both
1992,14,7,3,both
1992,14,8,1,both
1992,14,8,2,both
1992,14,8,3,both
1992,14,9,1,both
1992,14,9,2,both
1992,14,9,3,both
1992,14,10,1,both
1992,14,10,2,both
1992,14,10,3,both
1992,14,11,1,both
1992,14,11,2,both
1992,14,11,3,both
1992,15,0,3,both
1992,15,1,1,both
1992,15,1,3,both
1992,15,2,1,both
1992,15,2,2,both
1992,15,2,3,both
1992,15,3,1,both
1992,15,3,2,both
1992,15,3,3,both
1992,15,4,1,both
1992,15,4,2,both
1992,15,4,3,both
1992,15,6,1,both
1992,15,6,2,both
1992,15,6,3,both
1992,15,7,1,both
1992,15,7,2,both
1992,15,7,3,both
1992,15,8,1,both
1992,15,8,2,both
1992,15,8,3,both
1992,15,9,1,both
1992,15,9,2,both
1992,15,9,3,both
1992,15,10,1,both
1992,15,10,2,both
1992,15,10,3,both
1992,15,11,1,both
1992,15,11,2,both
1992,15,11,3,both
1992,15,15,1,both
1992,15,15,2,both
1992,15,15,3,both
1992,17,0,1,both
1992,17,0,2,both
1992,17,0,3,both
1992,17,1,1,both
1992,17,1,2,both
1992,17,1,3,both
1992,17,2,1,both
1992,17,2,2,both
1992,17,2,3,both
1992,17,3,1,both
1992,17,3,2,both
1992,17,3,3,both
1992,17,4,1,both
1992,17,4,2,both
1992,17,4,3,both
1992,17,5,1,both
1992,17,5,2,both
1992,17,5,3,both
1992,17,6,1,both
1992,17,6,2,both
1992,17,6,3,both
1992,17,7,1,both
1992,17,7,2,both
1992,17,7,3,both
1992,17,8,1,both
1992,17,8,2,both
1992,17,8,3,both
1992,17,9,1,both
1992,17,9,2,both
1992,17,9,3,both
1992,17,10,1,both
1992,17,10,2,both
1992,17,10,3,both
1992,17,11,1,both
1992,17,11,2,both
1992,17,11,3,both
1992,17,12,1,both
1992,17,12,2,both
1992,17,12,3,both
1992,17,13,1,both
1992,17,13,2,both
1992,17,13,3,both
1992,19,-2,1,both
1992,19,-2,2,both
1992,19,-2,3,both
1992,19,-1,1,both
1992,19,0,1,both
1992,19,0,2,both
1992,19,0,3,both
1992,19,1,1,both
1992,19,1,2,both
1992,19,1,3,both
1992,19,2,1,both
1992,19,2,2,both
1992,19,2,3,both
1992,19,3,1,both
1992,19,3,2,both
1992,19,3,3,both
1992,19,4,1,both
1992,19,4,2,both
1992,19,4,3,both
1992,19,5,1,both
1992,19,5,2,both
1992,19,5,3,both
1992,19,6,1,both
1992,19,6,2,both
1992,19,6,3,both
1992,19,7,1,both
